num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_duration_sec_mean,env_runners/episode_len_mean,env_runners/env_step_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/rlmodule_inference_timer,env_runners/episode_return_max,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_episodes_lifetime,env_runners/episode_len_min,env_runners/episode_return_mean,env_runners/num_env_steps_sampled,env_runners/episode_return_min,env_runners/env_reset_timer,env_runners/sample,env_runners/num_env_steps_sampled_lifetime,env_runners/num_episodes,env_runners/weights_seq_no,env_runners/episode_len_max,env_runners/num_env_steps_sampled_lifetime_throughput,evaluation/num_healthy_workers,evaluation/actor_manager_num_outstanding_async_reqs,evaluation/num_remote_worker_restarts,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_module_steps_sampled/default_policy,env_runners/module_episode_return_mean/default_policy,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/default_agent,env_runners/agent_episode_return_mean/default_agent,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/weights_seq_no,learners/default_policy/num_trainable_parameters,learners/default_policy/entropy,learners/default_policy/curr_kl_coeff,learners/default_policy/num_module_steps_trained,learners/default_policy/vf_loss,learners/default_policy/mean_kl_loss,learners/default_policy/policy_loss,learners/default_policy/vf_explained_var,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/module_train_batch_size_mean,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/vf_loss_unclipped,learners/default_policy/total_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/num_module_steps_trained_lifetime_throughput,evaluation/env_runners/env_step_timer,evaluation/env_runners/rlmodule_inference_timer,evaluation/env_runners/episode_return_max,evaluation/env_runners/num_episodes_lifetime,evaluation/env_runners/episode_len_min,evaluation/env_runners/env_reset_timer,evaluation/env_runners/episode_len_mean,evaluation/env_runners/env_to_module_sum_episodes_length_in,evaluation/env_runners/episode_return_mean,evaluation/env_runners/num_env_steps_sampled,evaluation/env_runners/env_to_module_sum_episodes_length_out,evaluation/env_runners/episode_return_min,evaluation/env_runners/sample,evaluation/env_runners/num_env_steps_sampled_lifetime,evaluation/env_runners/episode_len_max,evaluation/env_runners/weights_seq_no,evaluation/env_runners/episode_duration_sec_mean,evaluation/env_runners/num_episodes,learners/__all_modules__/learner_connector/connector_pipeline_timer,evaluation/env_runners/module_to_env_connector/connector_pipeline_timer,evaluation/env_runners/num_module_steps_sampled/default_policy,evaluation/env_runners/env_to_module_connector/connector_pipeline_timer,evaluation/env_runners/num_agent_steps_sampled/default_agent,evaluation/env_runners/agent_episode_return_mean/default_agent,evaluation/env_runners/num_agent_steps_sampled_lifetime/default_agent,evaluation/env_runners/num_module_steps_sampled_lifetime/default_policy,evaluation/env_runners/module_episode_return_mean/default_policy,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,evaluation/env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,evaluation/env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/get_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,evaluation/env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,evaluation/env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/batch_individual_items,evaluation/env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,evaluation/env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,evaluation/env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch
1,5000,False,1,cd202_00000,2025-08-17_14-36-38,1755441398,10.767844676971436,10.767844676971436,422150,intrinsic-attention2,10.156.0.3,10.767844676971436,1,5.3258940870000515,1.975300256162882e-05,5.325635151006281,4.946326263001538,0.37727804099267814,0.0014022739924257621,0.09636943110032008,100.0,6.043739972883915e-05,58.39957283728932,0.00011134471654932292,18.5,58.39957283728932,50,100,-1.08,5000,-27.5,0.0003248980065109208,4.9408355389896315,5000,50,0.0,100,1010.3475847165915,1,0,0,0,0,0,89.025,91.98125,5000,-1.08,0.0001359747292385685,5000,5000,0.0004176142433168005,5000,-1.08,22337,20254,5000,0,207050,5050,20254,207050,1102527.307271076,107943.61434157056,107903.46768474556,0.1054536,1.0,22337,0.688257,0.16281382739543915,20254,0.42781353,0.0021321247,-0.020787444,0.00080138445,1.0,494.0,0.000631317558363,20254,27.20461,0.2746694,0.0034828119666,107986.73089630168,6.028109263280665e-05,0.00010925199079165784,21.5,50,100,0.0016631469916319475,100.0,58.39957283728932,-0.7,5000,58.39957283728932,-18.5,5.421736952004721,10000,100,1.0,0.10564215366146527,50,0.1820110700064106,0.0004309297164414512,5000,0.00014206791140691978,5000,-0.7,5000,5000,-0.7,9.060963465483799e-06,3.744299351785335e-05,6.742720102894662e-06,4.348033845731933e-06,2.1804101723332865e-05,1.7828454551474815e-05,0.00019442355019421692,3.171683054441652e-05,5.34321130267449e-05,1.895175326126496e-06,3.886107042837772e-05,0.005568089007283561,0.0008265079959528521,0.0001734730030875653,3.139999171253294e-05,0.018081581001752056,1.130900636781007e-05,0.0894876530073816,0.06742676701105665,2.10007098384817e-06,4.090871869941481e-05,3.3113554785691616e-05,0.0001943021183206055,5.567312789736304e-05,1.966146047394058e-05,4.777192260699627e-06,2.2482970185853387e-05,7.3164416507978695e-06,3.656212606256838e-05,9.131163149724126e-06
1,10000,False,2,cd202_00000,2025-08-17_14-36-50,1755441410,11.915626764297485,22.68347144126892,422150,intrinsic-attention2,10.156.0.3,22.68347144126892,2,5.332506262620009,1.97309025679715e-05,5.332244053146278,4.9496236451315045,0.38058236460274203,0.0014077762125816664,0.09958033112023258,100.0,6.907945737963825e-05,58.39957283728932,0.0001387669721678856,18.5,58.39957283728932,100,100,-1.07,5000,-27.5,0.0003248980065109208,4.944123644949722,10000,50,1.0,100,1008.9450594041459,1,0,0,0,0,0,93.19411764705882,91.22352941176472,5000,-1.07,0.0001698245390984971,10000,10000,0.0005124902799486889,5000,-1.07,22337,20254,5000.0,0,414100,5050.0,40508,207050,1094681.531883232,107171.81008393901,107133.50526463312,0.08547228,2.0,22337,0.6842932,0.08140691369771957,20254,0.42180258,0.0011825236,0.09273628,0.016272426,1.0,494.0,0.000631317558363,40508,24.915901,0.38353002,0.0034828119666,107212.76847940183,6.99647667209242e-05,0.000132845599218927,21.5,100,100,0.00164892292174045,100.0,58.39957283728932,-0.1,5000,58.39957283728932,-22.5,5.426487215054658,15000,100,2.0,0.11010718052028096,50,0.18500178022630281,0.0005118959878600096,5000,0.00017005851030866734,5000,-0.1,10000,10000,-0.1,1.0437939994382664e-05,4.225388951321421e-05,9.045463515699199e-06,5.915951484089021e-06,2.6228966613896303e-05,2.3206319070456916e-05,0.00022327304238111605,3.8483119707074024e-05,6.865433104827478e-05,2.575559861150748e-06,5.097074361940596e-05,0.005598070277192164,0.0008264639359549619,0.00017382379301125183,3.141601177048869e-05,0.018051229151751613,1.1303156206849962e-05,0.08956246232730336,0.07034238429085235,2.4101029779411744e-06,4.835354988146857e-05,3.937258262269455e-05,0.00023062005500104615,6.52599376273726e-05,2.2811117998528614e-05,8.528595192619427e-06,2.5668448016490838e-05,8.574081707553209e-06,4.4209541823904065e-05,1.1809216978091042e-05
1,15000,False,3,cd202_00000,2025-08-17_14-37-00,1755441420,10.617431163787842,33.30090260505676,422150,intrinsic-attention2,10.156.0.3,33.30090260505676,3,5.3359961029438,1.9725103586097248e-05,5.335731779604851,4.952251109210254,0.38143580358672624,0.0014120337705113345,0.10213569111918332,100.0,6.880084796327255e-05,58.39957283728932,0.00012686524062400768,24.5,58.39957283728932,150,100,-1.23,5000,-23.5,0.0003248980065109208,4.946734259680229,15000,50,2.0,100,1006.2097515394487,1,0,0,0,0,0,90.96000000000001,90.46,5000,-1.23,0.000168376292355608,15000,15000,0.0004903218632853677,5000,-1.23,22337,20254,5000.0,0,621150,5050.0,60762,207050,1085961.2650052374,106315.45571707172,106278.08703443994,0.04267075,3.0,22337,0.68244857,0.04070345684885979,20254,0.42191118,0.000901414,-0.008825385,0.06705183,1.0,494.0,0.000631317558363,60762,24.300398,0.28193104,0.0034828119666,106354.07949460027,6.416477806682884e-05,0.00011549185022114006,21.5,150,100,0.0016345007325639016,100.0,58.39957283728932,-0.7,5000,58.39957283728932,-22.5,5.421292313624123,20000,100,3.0,0.10512890883910586,50,0.18552536715413154,0.000454642104344172,5000,0.00015359161647722966,5000,-0.7,15000,15000,-0.7,1.0691092689599622e-05,4.357342575987427e-05,8.615695976463401e-06,5.787372884122138e-06,2.4575212880351904e-05,2.8674490921303497e-05,0.0002143635117386928,3.7117657990157644e-05,6.271449441966127e-05,2.919920932541058e-06,4.5964331089631245e-05,0.00563606305438152,0.0008257573665148812,0.00017417597510211634,3.1451071715855504e-05,0.01804398439013312,1.1276344596990384e-05,0.08983995282406686,0.07055719733808218,2.3351500611765883e-06,4.3553887868051e-05,3.520227213877422e-05,0.0002007417313525802,5.904674541911786e-05,2.075719813781321e-05,5.1432765612893926e-06,2.431279663932273e-05,7.987631930904242e-06,3.9225540493775094e-05,1.0110386729716049e-05
1,20000,False,4,cd202_00000,2025-08-17_14-37-11,1755441431,10.027676105499268,43.32857871055603,422150,intrinsic-attention2,10.156.0.3,43.32857871055603,4,5.334600253974303,1.9695262585155436e-05,5.334334414868798,4.950767621148148,0.3815167591807686,0.0014163155927187328,0.09748228223950718,100.0,6.439932598740953e-05,58.39957283728932,0.0001187842335023184,24.5,58.39957283728932,200,100,-0.81,5000,-23.5,0.0003248980065109208,4.945243016993437,20000,50,3.0,100,1002.4463621168495,1,0,0,0,0,0,86.02857142857144,89.79999999999998,5000,-0.81,0.00015609747882745632,20000,20000,0.0004640370892881314,5000,-0.81,22337,20254,5000.0,0,828200,5050.0,81016,207050,1084251.7804245525,106144.17124688547,106108.51031976506,0.14825505,4.0,22337,0.6813434,0.020351728424429893,20254,0.41769263,0.0008200837,0.081885435,0.06039375,1.0,494.0,0.000631317558363,81016,25.122805,0.36967555,0.0034828119666,106180.25676842144,6.278340671355162e-05,0.0001156594918443924,21.5,200,100,0.0016205956153242148,100.0,58.39957283728932,-1.9,5000,58.39957283728932,-18.5,5.41519727261791,25000,100,4.0,0.09471083454976906,50,0.18556229217262207,0.0004497284593797107,5000,0.000151630795748648,5000,-1.9,20000,20000,-1.9,1.0363844808139699e-05,3.974093599124376e-05,7.563250538715444e-06,5.356773256886065e-06,2.4485963573920517e-05,2.0391956102072055e-05,0.00020401016777450926,3.665673775353765e-05,6.011500886705999e-05,2.3490722046637677e-06,4.4702279885519986e-05,0.0056557247238920244,0.0008247566928391752,0.00017429680534856743,3.146589106747706e-05,0.01800814938625663,1.1271651094983098e-05,0.08989238321571949,0.07055853081461656,2.293825958592043e-06,4.288221359352016e-05,3.4982579511815486e-05,0.0001991956360228071,5.8419199237949006e-05,2.05079294915063e-05,5.014522181630713e-06,2.4278545487793204e-05,7.787316784789246e-06,3.895589960456931e-05,9.807317629271913e-06
1,25000,False,5,cd202_00000,2025-08-17_14-37-21,1755441441,10.050338983535767,53.3789176940918,422150,intrinsic-attention2,10.156.0.3,53.3789176940918,5,5.341979872174536,1.9634029997391922e-05,5.341712753800156,4.955288458516645,0.3843715875390302,0.0014178721167325031,0.09930291522134212,100.0,6.341141129995675e-05,58.39957283728932,0.00011874232356060028,24.5,58.39957283728932,250,100,0.09,5000,-22.5,0.0003248980065109208,4.9497630981935865,25000,50,4.0,100,997.7176471106553,1,0,0,0,0,0,89.08,89.8133333333333,5000,0.09,0.00015165563571405488,25000,25000,0.00045680286767211696,5000,0.09,22337,20254,5000.0,0,1035250,5050.0,101270,207050,1079724.0963222128,105697.34872205081,105663.32779581437,0.31124833,5.0,22337,0.6736706,0.010175864212214947,20254,0.4319237,0.002876288,-0.00334475,0.109258115,1.0,494.0,0.000631317558363,101270,25.019238,0.29438215,0.0034828119666,105731.19503304965,5.5715443904956505e-05,9.768148080303976e-05,21.5,250,100,0.0016062000591610358,100.0,58.39957283728932,-1.1,5000,58.39957283728932,-22.5,5.400654518411639,30000,100,5.0,0.08549666723047267,50,0.18824246878088138,0.00038426276756675247,5000,0.00012453704753499285,5000,-1.1,25000,25000,-1.1,9.868444662609398e-06,4.016746836945942e-05,7.690705691485971e-06,5.025371171203551e-06,2.3892370400778074e-05,2.0370897221479492e-05,0.00020123488162328233,3.591488780323192e-05,5.9924887606874255e-05,2.219233916486162e-06,4.425516590008151e-05,0.005666576186672767,0.0008241322359064038,0.00017447864735305337,3.1466942215005256e-05,0.017981693912431398,1.1243314592080715e-05,0.08990395624357726,0.07324313410634885,1.8268694585806686e-06,3.581348166525077e-05,2.9695062061198783e-05,0.00017597610838716803,4.9918465975315935e-05,1.67864203751512e-05,3.99731737471972e-06,1.9675196645200924e-05,6.551377855229586e-06,3.401209586192747e-05,8.494684226528873e-06
1,30000,False,6,cd202_00000,2025-08-17_14-37-31,1755441451,10.843677282333374,64.22259497642517,422150,intrinsic-attention2,10.156.0.3,64.22259497642517,6,5.347160930702776,1.9561489679665876e-05,5.3468924192421055,4.961457291651485,0.38338491863351515,0.0014152659455578848,0.1066792861612339,100.0,5.117418369180592e-05,58.39957283728932,8.960593364227626e-05,22.5,58.39957283728932,300,100,0.34,5000,-21.5,0.0003248980065109208,4.955949604601704,30000,50,5.0,100,992.176395525466,1,0,0,0,0,0,87.23333333333333,89.28666666666668,5000,0.34,0.00011843030202868864,30000,30000,0.0003602490358733092,5000,0.34,22337,20254,5000.0,0,1242300,5050.0,121524,207050,1086878.1516158015,106393.72816229404,106361.38277441027,0.10731018,6.0,22337,0.6742068,0.005087932106107473,20254,0.42706624,0.0015791458,-0.058606572,0.05515814,1.0,494.0,0.000631317558363,121524,28.8123,0.23570196,0.0034828119666,106425.18317852616,6.930441629972623e-05,0.0001353978107510943,21.5,300,100,0.0015921773686261415,100.0,58.39957283728932,-1.1,5000,58.39957283728932,-22.5,5.396279117607486,35000,100,6.0,0.08703749034975772,50,0.18753725564302054,0.0005169088541730657,5000,0.0001708944669808513,5000,-1.1,30000,30000,-1.1,8.131006006341768e-06,3.154845594237463e-05,5.7653356853418086e-06,3.803693752975425e-06,1.9016040485317612e-05,1.5447224025193114e-05,0.00016258424008252625,2.937453936901133e-05,4.6095274373778084e-05,2.1028059502366286e-06,3.405899485757476e-05,0.005664049684834063,0.0008191132735028834,0.0001743433908883865,3.141874266238503e-05,0.017915751043391503,1.1192361396250778e-05,0.08955836487118099,0.0729580964853818,2.5972310584233213e-06,4.9337282168614705e-05,3.8709488333908316e-05,0.00023119403497662226,6.712611468414777e-05,2.2713180946518525e-05,5.999173930561519e-06,2.5970084144145936e-05,8.987248704081737e-06,4.299744240143507e-05,1.0583679332330034e-05
1,35000,False,7,cd202_00000,2025-08-17_14-37-43,1755441463,11.047826051712036,75.2704210281372,422150,intrinsic-attention2,10.156.0.3,75.2704210281372,7,5.35281938394585,1.9490324799170342e-05,5.352549660869737,4.963868681324948,0.3866305920471409,0.0014146387360059879,0.10473038572978112,100.0,6.711029193562543e-05,58.39957283728932,0.0001329849458073971,19.5,58.39957283728932,350,100,-0.1,5000,-21.5,0.0003248980065109208,4.958353054285588,35000,50,6.0,100,985.8859241094177,1,0,0,0,0,0,85.76875000000001,88.7125,5000,-0.1,0.00016385991577979464,35000,35000,0.0004955029996022225,5000,-0.1,22337,20254,5000.0,0,1449350,5050.0,141778,207050,1080555.4244266478,105772.06971244472,105741.15095496282,0.07556343,7.0,22337,0.6725426,0.0025439660530537367,20254,0.42399758,0.0008962875,-0.06586758,0.059770346,1.0,494.0,0.000631317558363,141778,23.110106,0.22630376,0.0034828119666,105801.66821210961,5.240000056829924e-05,9.198830696958391e-05,21.5,350,100,0.0015781856850147732,100.0,58.39957283728932,-1.1,5000,58.39957283728932,-22.5,5.3934804575713695,40000,100,7.0,0.09832077040991863,50,0.19047233925667967,0.0003683854016327805,5000,0.00012019148331004161,5000,-1.1,35000,35000,-1.1,1.0231451049415329e-05,4.2464107684639795e-05,8.355919402708551e-06,5.501344680437326e-06,2.5650898655501315e-05,2.1229045029514598e-05,0.00022105912836293127,3.761629620058557e-05,6.43804410283074e-05,2.628078993160299e-06,4.7980558624155036e-05,0.0056897883079803065,0.0008187558207603273,0.00017451048695202236,3.138126514251805e-05,0.017898609902825657,1.1164827831157223e-05,0.0896295650024917,0.0758130461405197,1.7827545640473763e-06,3.460691525113737e-05,2.9202385891556325e-05,0.0001679117099409057,4.759859219317982e-05,1.6246633931015107e-05,3.794825013060868e-06,1.9051206648559105e-05,6.432515969834911e-06,3.2421884315474045e-05,8.229451631007017e-06
1,40000,False,8,cd202_00000,2025-08-17_14-37-53,1755441473,10.652720928192139,85.92314195632935,422150,intrinsic-attention2,10.156.0.3,85.92314195632935,8,5.356858905546337,1.943364160830291e-05,5.35658785431105,4.968532982701728,0.38600239760669225,0.0014139469086035365,0.10356721980919247,100.0,4.903805218356307e-05,58.39957283728932,8.526527789620106e-05,20.5,58.39957283728932,400,100,0.02,5000,-21.5,0.0003248980065109208,4.963027838422633,40000,50,7.0,100,978.849925547715,1,0,0,0,0,0,86.09333333333333,88.79999999999998,5000,0.02,0.0001140773178312806,40000,40000,0.00034124896454677404,5000,0.02,22337,20254,5000.0,0,1656400,5050.0,162032,207050,1078505.81053616,105567.31797484329,105537.9264869972,0.17961359,8.0,22337,0.67174315,0.0012719830265268683,20254,0.42331332,0.003180074,0.022686204,0.124105096,1.0,494.0,0.000631317558363,162032,23.287447,0.31438857,0.0034828119666,105593.77974252077,7.042945581351063e-05,0.00013758378951112357,21.5,400,100,0.001564268408136505,100.0,58.39957283728932,0.9,5000,58.39957283728932,-22.5,5.388279475805538,45000,100,8.0,0.09739119677033159,50,0.1897928559140839,0.0005284779858937209,5000,0.00017460365733059993,5000,0.9,40000,40000,0.9,7.76138318430021e-06,3.0147595293614676e-05,5.653850812958015e-06,3.849556142119116e-06,1.8270692310063836e-05,1.4888012667962774e-05,0.00015263579554533903,2.7853386781429868e-05,4.376438116541793e-05,1.615559504935271e-06,3.325962144472942e-05,0.005680508374940652,0.0008139300425163217,0.00017443086202263158,3.130958239065428e-05,0.017844628193790082,1.1114779556237155e-05,0.08928003500239083,0.07555253310919725,2.76153748112859e-06,4.9951558319428345e-05,3.8996916318301446e-05,0.00023547732748634958,6.846942006836648e-05,2.325879086157997e-05,5.7092751412030525e-06,2.6469964602964392e-05,9.077155517664601e-06,4.409707863576718e-05,1.0893050685486675e-05
1,45000,False,9,cd202_00000,2025-08-17_14-38-03,1755441483,10.059005737304688,95.98214769363403,422150,intrinsic-attention2,10.156.0.3,95.98214769363403,9,5.3634225706009415,1.9367355206829353e-05,5.363150478157937,4.97488364329477,0.3862136008206227,0.001414088049420427,0.10738949079954181,100.0,6.48128005060057e-05,58.39957283728932,0.00011890369642439767,21.5,58.39957283728932,450,100,-0.54,5000,-21.5,0.0003248980065109208,4.969371240638407,45000,50,8.0,100,971.2047433652111,1,0,0,0,0,0,86.31428571428572,88.79999999999998,5000,-0.54,0.00015562074789809846,45000,45000,0.0004683844277471972,5000,-0.54,22337,20254,5000.0,0,1863450,5050.0,182286,207050,1074961.3843182889,105216.93131793854,105188.8807548514,0.11096965,9.0,22337,0.6671595,0.0006359915132634342,20254,0.43261498,0.002576823,0.027217422,0.071015894,1.0,494.0,0.000631317558363,182286,26.721563,0.3253919,0.0034828119666,105241.62931703802,6.773866652054453e-05,0.00011558029422546826,21.5,450,100,0.0015504711040845482,100.0,58.39957283728932,1.9,5000,58.39957283728932,-22.5,5.3746673902575,50000,100,9.0,0.08671481462049996,50,0.18983231865481387,0.000459170513325139,5000,0.00015246858204618803,5000,1.9,45000,45000,1.9,1.0064717729947875e-05,3.982866155224663e-05,7.656066741285048e-06,5.316920151392789e-06,2.4357756477764372e-05,2.0688699424917288e-05,0.00020638289395876768,3.684212820511334e-05,6.132526539185572e-05,2.3379668314302148e-06,4.518417193516796e-05,0.0057005767611435065,0.0008129125621812642,0.00017452133352572287,3.128157648492717e-05,0.017819306581884593,1.109296174820631e-05,0.08932754481229788,0.07555071498805653,2.2659437213658004e-06,4.7945603991613515e-05,3.495042306906992e-05,0.00019846340019009763,5.84009748710804e-05,2.6860194177371146e-05,4.921357182554396e-06,2.6541440090461326e-05,7.708375871372746e-06,3.873810415035111e-05,9.67449437138681e-06
1,50000,False,10,cd202_00000,2025-08-17_14-38-14,1755441494,10.247551202774048,106.22969889640808,422150,intrinsic-attention2,10.156.0.3,106.22969889640808,10,5.3699514206250205,1.930607163256824e-05,5.369678363726376,4.978070184181922,0.38955456925239385,0.0014135716188561436,0.10612861543006147,100.0,6.847834700150921e-05,58.39957283728932,0.00013757958589090142,25.5,58.39957283728932,500,100,0.42,5000,-20.5,0.0003248980065109208,4.97255048323208,50000,50,9.0,100,963.1558777333092,1,0,0,0,0,0,82.87333333333332,88.0,5000,0.42,0.00016798996548092075,50000,50000,0.0005110831676617544,5000,0.42,22337,20254,5000.0,0,2070500,5050.0,202540,207050,1067142.094926852,104448.91191102288,104422.24089374623,0.12746583,10.0,22337,0.6326045,0.0003179957566317171,20254,0.41401604,0.004138497,0.006447459,0.24785185,1.0,494.0,0.000631317558363,202540,19.444988,0.2918228,0.0034828119666,104472.06315554517,6.924121729832518e-05,0.0001348813569027133,21.5,500,100,0.001536837393175062,100.0,58.39957283728932,1.9,5000,58.39957283728932,-18.5,5.363028828734863,55000,100,10.0,0.08029778338008327,50,0.19280632712812826,0.0005133777849205224,5000,0.00017043258485402698,5000,1.9,50000,50000,1.9,1.044129266429567e-05,4.356558076098578e-05,8.706127882735173e-06,5.673682411421037e-06,2.6015420693956773e-05,2.2451601636873526e-05,0.00022608917581091128,3.8819172431319523e-05,6.700333084195601e-05,2.5486109129607126e-06,4.932915620233861e-05,0.005728818123577972,0.000812303096553156,0.00017481720019663107,3.124957062895037e-05,0.017807240186148775,1.1069402120793666e-05,0.08940640820418155,0.07842984737813558,2.645912844338944e-06,4.917728739848165e-05,3.80547020579725e-05,0.00022904311938583177,6.667942228206758e-05,2.2443829555913618e-05,5.817001874067822e-06,2.647973548095952e-05,9.031038207541952e-06,4.3953275736942316e-05,1.0574610594510148e-05
