num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_duration_sec_mean,env_runners/num_episodes_lifetime,env_runners/episode_return_max,env_runners/episode_len_max,env_runners/episode_len_mean,env_runners/sample,env_runners/episode_return_mean,env_runners/env_to_module_sum_episodes_length_in,env_runners/env_reset_timer,env_runners/num_env_steps_sampled_lifetime,env_runners/num_env_steps_sampled,env_runners/rlmodule_inference_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_episodes,env_runners/weights_seq_no,env_runners/episode_return_min,env_runners/env_step_timer,env_runners/episode_len_min,env_runners/time_between_sampling,env_runners/num_env_steps_sampled_lifetime_throughput,evaluation/num_healthy_workers,evaluation/actor_manager_num_outstanding_async_reqs,evaluation/num_remote_worker_restarts,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/agent_episode_returns_mean/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/module_episode_returns_mean/default_policy,env_runners/num_module_steps_sampled/default_policy,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_agent_steps_sampled_lifetime/default_agent,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/curr_entropy_coeff,learners/default_policy/entropy,learners/default_policy/num_trainable_parameters,learners/default_policy/mean_kl_loss,learners/default_policy/num_module_steps_trained,learners/default_policy/curr_kl_coeff,learners/default_policy/module_train_batch_size_mean,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/weights_seq_no,learners/default_policy/vf_explained_var,learners/default_policy/vf_loss_unclipped,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/total_loss,learners/default_policy/policy_loss,learners/default_policy/vf_loss,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,evaluation/env_runners/env_to_module_sum_episodes_length_out,evaluation/env_runners/episode_return_min,evaluation/env_runners/episode_len_mean,evaluation/env_runners/episode_return_mean,evaluation/env_runners/env_reset_timer,evaluation/env_runners/num_env_steps_sampled_lifetime,evaluation/env_runners/env_step_timer,evaluation/env_runners/num_env_steps_sampled,evaluation/env_runners/rlmodule_inference_timer,evaluation/env_runners/num_episodes,evaluation/env_runners/episode_len_min,evaluation/env_runners/num_episodes_lifetime,evaluation/env_runners/episode_len_max,evaluation/env_runners/env_to_module_sum_episodes_length_in,evaluation/env_runners/weights_seq_no,evaluation/env_runners/episode_duration_sec_mean,evaluation/env_runners/episode_return_max,evaluation/env_runners/sample,learners/__all_modules__/learner_connector/connector_pipeline_timer,evaluation/env_runners/env_to_module_connector/connector_pipeline_timer,evaluation/env_runners/num_agent_steps_sampled/default_agent,evaluation/env_runners/num_agent_steps_sampled_lifetime/default_agent,evaluation/env_runners/module_to_env_connector/connector_pipeline_timer,evaluation/env_runners/num_module_steps_sampled/default_policy,evaluation/env_runners/module_episode_returns_mean/default_policy,evaluation/env_runners/num_module_steps_sampled_lifetime/default_policy,evaluation/env_runners/agent_episode_returns_mean/default_agent,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,evaluation/env_runners/env_to_module_connector/timers/connectors/batch_individual_items,evaluation/env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,evaluation/env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/get_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,evaluation/env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,evaluation/env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy
1,252500.0,False,1,b274f_00000,2025-08-11_17-12-04,1754925124,4.979132175445557,4.979132175445557,65102,DESKTOP-3SK5A41,192.168.40.242,4.979132175445557,1,4.218553700000484,1.430000065738568e-05,4.2182848000002195,3.8043335000002116,0.4103132000000187,0.0014991000007285038,0.03559871300003579,5050.0,14.5,50,50.0,0.03915218424761971,4.7,26.762340024562445,0.0002241627436795284,252500.0,5000.0,0.00010372627301784461,26.762340024562445,100.0,0.0,-5.5,4.323027053181094e-05,50,0.0012246798232540968,1272.4908664968962,1,0,0,0,0,0,10.9125,82.775,0.0003634818318213334,0.00012121091037546185,4.7,252500.0,4.7,5000.0,5000.0,252500.0,6000,0.0015101875925,0.68875164,9815,0.0006926627,6000,0.1847991794347763,1000.0,1.0,1.0,-0.0050456524,11.702369,0.03827639,0.022847785,-0.03062907,0.0917415,0.0003034787382,189240.04119641625,0,30600,6000,5100,9815,6000,5000,30600,954182.1708620279,188729.3891172938,187926.52296451267,27.167134025045954,-14.5,50.0,-0.9,0.00021440000000438886,6000,4.265862810681523e-05,1000,9.799309830352912e-05,20,50,20,50,27.167134025045954,1.0,0.035769159999927067,17.5,0.744812699999784,0.29583590000038384,0.00011471863721623866,1000,1000,0.00034863199768201964,1000,-0.9,1000,-0.9,1.5173650100273884e-06,0.0001653334420293656,4.665259480232708e-05,1.4701529516629919e-05,2.7823066878953636e-05,3.0755123065371864e-05,6.91844646361458e-06,6.711344184598691e-06,3.066187060306775e-05,3.4749324430534364e-06,1.870829117025663e-05,2.4899999516492244e-05,0.000779099999817845,0.01244239999959973,0.20437870000023395,0.06936659999973926,0.0001573999998072395,0.008383299999877636,6.199999916134402e-06,3.101390194909152e-05,1.881061559883451e-05,5.587222510843055e-06,3.4073956795888165e-06,6.052439165123014e-06,0.0001567911259798709,1.5753101829657424e-05,2.2171477091234393e-05,3.0637098833380124e-05,1.4143501189908175e-06,4.728581845330505e-05
1,10000.0,False,2,b274f_00000,2025-08-11_17-12-08,1754925128,4.83295464515686,9.812086820602417,65102,DESKTOP-3SK5A41,192.168.40.242,9.812086820602417,2,4.217101421990482,1.4294000657173455e-05,4.216831200990218,3.8051714959902077,0.4080204380000214,0.0014997840007254127,0.03635699299995393,200.0,14.5,50,50.0,0.03781801495229654,4.3,27.16809333212661,0.00014126841634835754,10000.0,5000.0,0.00010104788936056896,27.16809333212661,100.0,1.0,-5.5,4.227882025200358e-05,50,0.0090276002211889,1292.6803599618545,1,0,0,0,0,0,12.414285714285715,82.91428571428571,0.00035872510688052896,0.00011933020575706069,4.3,10000.0,4.3,5000.0,5000.0,10000.0,12000,0.0015101875925,0.684929,9815,0.00030641357,6000,0.09239958971738815,1000.0,1.0,2.0,-0.0015728474,11.889825,0.032117587,-0.05389769,-0.10709566,0.09159734,0.0003034787382,189115.9809669898,0,61200,12000,5100.0,9815,6000,5000.0,30600,953685.8281390462,188615.7394577264,187822.01019581233,27.168093298253442,-14.5,50.0,2.1,0.00021356100000957667,11000,4.246836734332711e-05,1000,9.844645438856212e-05,20,50,40,50,27.168093298253442,2.0,0.0357816124999772,17.5,0.744813114999788,0.29436470700037715,0.00011763336116906673,1000,2000,0.0003521784746044809,1000,2.1,2000,2.1,1.4640803947567756e-06,0.00016386183975930407,4.8338200326529735e-05,1.4539558330008382e-05,2.277825676067571e-05,3.0930416208171366e-05,6.820352746933109e-06,6.636539443109024e-06,3.0626279130458e-05,3.5414719186278707e-06,1.870228777473401e-05,2.4912999524531188e-05,0.0007785469998179905,0.012417546999604383,0.2029395280002336,0.06936144899974352,0.00015764399980980668,0.008381538999874464,6.203999919307534e-06,3.107602412554941e-05,1.978234960067647e-05,5.874733486838548e-06,3.321750611453357e-06,6.3203458734473165e-06,0.00015927912163814098,1.577138209789834e-05,2.238363158831761e-05,3.06877939894298e-05,1.438500034957984e-06,4.747976081621165e-05
1,-232500.0,False,3,b274f_00000,2025-08-11_17-12-13,1754925133,4.966801404953003,14.77888822555542,65102,DESKTOP-3SK5A41,192.168.40.242,14.77888822555542,3,4.216791231780578,1.4292060651041538e-05,4.216519721990313,3.8070912950402995,0.4057864476200186,0.0014992231607179746,0.037479254009976995,-4650.0,14.5,50,50.0,0.037834669173307765,4.7,27.16809333212661,0.00010964151673265142,-232500.0,5000.0,0.00013487579068835275,27.16809333212661,100.0,2.0,-5.5,4.221873421762834e-05,50,0.010477046759464766,1286.1136058860995,1,0,0,0,0,0,12.428571428571429,82.95714285714287,0.0003558168012382653,0.00011847528239531821,4.7,-232500.0,4.7,5000.0,5000.0,-232500.0,18000,0.0015101875925,0.6832347,9815,0.00012386819,6000,0.04619979485869408,1000.0,1.0,3.0,0.0019216537,11.553752,0.046274982,0.02196055,-0.03110843,0.09145129,0.0003034787382,188508.83784985644,0,91800,18000,5100.0,9815,6000,5000.0,30600,950812.8422139544,188025.46617600461,187244.86985627667,27.168093332125434,-16.5,50.0,1.7666666666666666,0.00021269639001047835,16000,4.2654598066588334e-05,1000,9.728439402591807e-05,20,50,60,50,27.168093332125434,3.0,0.03612045666665532,17.5,0.7450321068497912,0.2928914869303772,0.00011452368619133882,1000,3000,0.0003491934590346857,1000,1.7666666666666666,3000,1.7666666666666666,1.4549533798390048e-06,0.00016286068341333945,4.798234453572024e-05,1.4482820457996687e-05,2.2417171792775523e-05,3.0448986195289746e-05,6.72013180135646e-06,6.4955323424012985e-06,3.055718261604406e-05,3.4901803556694013e-06,1.839786866196556e-05,2.4906869533333518e-05,0.0007779965298134812,0.012402594529607814,0.20149633772023087,0.0693471085097407,0.00015768255981274705,0.008381340609875951,6.197959919063578e-06,3.0336535114873967e-05,1.8930729379028915e-05,5.660216009046367e-06,3.295611514954416e-06,6.319347119024474e-06,0.00015788879382675386,1.564682647376878e-05,2.2823080029179913e-05,3.0155442437745283e-05,1.3880417386771398e-06,4.659844577401677e-05
1,-475000.0,False,4,b274f_00000,2025-08-11_17-12-18,1754925138,4.982440948486328,19.761329174041748,65102,DESKTOP-3SK5A41,192.168.40.242,19.761329174041748,4,4.216863367442775,1.4291140043490487e-05,4.216590218750402,3.8079641900798955,0.4049764091338201,0.0014997199291175046,0.03641570198999034,-9500.0,14.5,50,50.0,0.037939348480770636,5.299999999999998,27.16809333212661,9.814226275495116e-05,-475000.0,5000.0,0.00010158043287204897,27.16809333212661,100.0,3.0,-5.5,4.2663510852935835e-05,50,0.01115836217253404,1288.024504084151,1,0,0,0,0,0,12.942857142857141,83.0,0.0003589086213768689,0.00011940182106956842,5.299999999999998,-475000.0,5.299999999999998,5000.0,5000.0,-475000.0,24000,0.0015101875925,0.68328124,9815,5.483772e-05,6000,0.02309989742934704,1000.0,1.0,4.0,0.0069530606,11.447206,0.030854464,0.068126164,0.015295398,0.09106373,0.0003034787382,187982.01277832384,0,122400,24000,5100.0,9815,6000,5000.0,30600,948422.9733432763,187520.75918102558,186758.410231998,27.168093332126602,-16.5,50.0,1.1,0.00021211642611203844,21000,4.286859197323318e-05,1000,9.692370795856969e-05,20,50,80,50,27.168093332126602,4.0,0.036026322475026976,17.5,0.7450243837613003,0.2929000600510667,0.00011505969107008265,1000,4000,0.0003493572040603126,1000,1.1,4000,1.1,1.4637758964980514e-06,0.00016423850445969476,4.86443803846402e-05,1.4541429858352889e-05,2.2642458984642425e-05,3.0957415292321835e-05,6.770348369689095e-06,6.623749377042816e-06,3.0924236917896384e-05,3.4805171216189966e-06,1.8673887281702384e-05,2.4905800843740508e-05,0.0007773985645147213,0.012370082584316926,0.20154465833302943,0.06933815242464594,0.00015772573420825574,0.008383555203773268,6.202980311632018e-06,3.0481714724381558e-05,1.8718033781126713e-05,5.716102923668646e-06,3.2393186053946006e-06,6.347274023685805e-06,0.00015814411748543946,1.5962527677261018e-05,2.2184253661477158e-05,3.033771146607031e-05,1.5307443706682696e-06,4.761248427810125e-05
1,-717500.0,False,5,b274f_00000,2025-08-11_17-12-23,1754925143,4.902203321456909,24.663532495498657,65102,DESKTOP-3SK5A41,192.168.40.242,24.663532495498657,5,4.216199322668345,1.4275228646031856e-05,4.215925291462898,3.8095823070790984,0.4026901660424754,0.0015005667298349853,0.037099503909948914,-14350.0,14.5,50,50.0,0.03805804600676991,4.100000000000001,27.16809333212661,9.5684236544084e-05,-717500.0,5000.0,0.00010278295869741371,27.16809333212661,100.0,4.0,-5.5,4.3311937928138584e-05,50,0.012171295740776845,1260.7235510013452,1,0,0,0,0,0,12.485714285714284,83.0,0.0003663367745248492,0.00012191646709830134,4.100000000000001,-717500.0,4.100000000000001,5000.0,5000.0,-717500.0,30000,0.0015101875925,0.6809802,9815,0.00013707358,6000,0.01154994871467352,1000.0,1.0,5.0,0.016878605,11.203692,0.07270432,0.05820086,0.0055566635,0.09074132,0.0003034787382,187635.6990080763,0,153000,30000,5100.0,9815,6000,5000.0,30600,947008.9978008539,187200.57696595608,186459.64938123105,27.168093332126602,-16.5,50.0,0.7,0.00021201826185729284,26000,4.195849549428294e-05,1000,9.708610131874579e-05,20,50,100,50,27.168093332126602,5.0,0.03591861096001594,17.5,0.7449573879036839,0.29142842845055583,0.00011434905326807696,1000,5000,0.00034618163733513344,1000,0.7,5000,0.7,1.51876154844077e-06,0.00016715630019055377,4.9454680499064214e-05,1.4868055761749204e-05,2.3147158942561688e-05,3.1742869049418856e-05,6.9305610158523116e-06,6.725065659059991e-06,3.1472002771664855e-05,3.5996322974307937e-06,1.9029536113631635e-05,2.4875742829406898e-05,0.00077697757887045,0.012336221758474306,0.2001210717497032,0.06932722690040358,0.00015778147686784828,0.00838070165173503,6.196950507464817e-06,3.0442031183399556e-05,1.85996890499368e-05,5.667327855098977e-06,3.320830888678506e-06,6.241373976114783e-06,0.00015572133701446394,1.5937377002585403e-05,2.2564074382473308e-05,3.0085090974832167e-05,1.3931995047803524e-06,4.704386937893053e-05
1,-960000.0,False,6,b274f_00000,2025-08-11_17-12-28,1754925148,4.959488868713379,29.623021364212036,65102,DESKTOP-3SK5A41,192.168.40.242,29.623021364212036,6,4.2160068663716626,1.425347635324064e-05,4.2157315644782685,3.8101148829383122,0.4019644763820473,0.001499143062538042,0.03613440694001836,-19200.0,14.5,50,50.0,0.03769200427711741,6.5,27.16809333212661,9.333927472470695e-05,-960000.0,5000.0,0.0001007779169497183,27.16809333212661,100.0,5.0,-5.5,4.2331228611694854e-05,50,0.01155267234908332,1289.8580744623825,1,0,0,0,0,0,12.2,83.0,0.0003566068443372812,0.00011842699423712147,6.5,-960000.0,6.5,5000.0,5000.0,-960000.0,36000,0.0015101875925,0.67913485,9815,7.308564e-05,6000,0.00577497435733676,1000.0,1.0,6.0,0.018183112,11.442926,0.053106554,0.06639958,0.013491306,0.09118701,0.0003034787382,186925.87743239492,0,183600,36000,5100.0,9815,6000,5000.0,30600,943772.8140799744,186517.6806171525,185799.44328049629,27.168093332126602,-16.5,50.0,0.3,0.00021118407923570044,31000,4.2832009369201086e-05,1000,9.818887640390815e-05,20,50,120,50,27.168093332126602,6.0,0.035949293950016,17.5,0.7449835180146502,0.29144459016605057,0.0001167733702934792,1000,6000,0.0003522699359080656,1000,0.3,6000,0.3,1.4655598589353487e-06,0.00016285368986715312,4.824607970779235e-05,1.4531155800327606e-05,2.265091505738363e-05,3.0635898614504125e-05,6.770061488490756e-06,6.6257944936931885e-06,3.052225701463714e-05,3.465109778130769e-06,1.858833639606113e-05,2.4857985404736022e-05,0.0007760618030846772,0.012322442540892674,0.2001707090322051,0.06931143363139586,0.00015779666209639844,0.008378410635217872,6.189981002819741e-06,3.079996061154906e-05,1.9568201353076722e-05,5.833675649330634e-06,3.330639124382439e-06,6.525202320181515e-06,0.00016002807363640204,1.611770242491411e-05,2.350443054343431e-05,3.0924875912494944e-05,1.4137933996668756e-06,4.6291026415855215e-05
1,-1202500.0,False,7,b274f_00000,2025-08-11_17-12-33,1754925153,4.846808433532715,34.46982979774475,65102,DESKTOP-3SK5A41,192.168.40.242,34.46982979774475,7,4.214742852637945,1.4241941586762693e-05,4.214465932763489,3.8110346670489315,0.3997794416082277,0.0014973276319148656,0.03648263193996171,-24050.0,14.5,50,50.0,0.03751769994756023,5.700000000000004,27.16809333212661,9.284908920306208e-05,-1202500.0,5000.0,0.0001016643528060072,27.16809333212661,100.0,6.0,-5.5,4.2655288527913866e-05,50,0.012369135927841956,1283.8020242980529,1,0,0,0,0,0,12.271428571428572,83.0,0.000359792412792422,0.00011941373427419839,5.700000000000004,-1202500.0,5.700000000000004,5000.0,5000.0,-1202500.0,42000,0.0015101875925,0.674515,9815,7.610336e-05,6000,0.00288748717866838,1000.0,1.0,7.0,0.03497821,11.0794115,0.06241402,0.15468419,0.10215359,0.09053738,0.0003034787382,186117.43418820918,0,214200,42000,5100.0,9815,6000,5000.0,30600,940038.4090815687,185737.80604619274,185041.25640828113,27.168093332126602,-16.5,50.0,-1.3,0.00021031523844941381,36000,4.285260485825544e-05,1000,9.937108309864692e-05,20,50,140,50,27.168093332126602,7.0,0.035928191950006294,17.5,0.7449606738345058,0.2900191782543912,0.00011978158533197025,1000,7000,0.00035526618506296476,1000,-1.3,7000,-1.3,1.4833395513095444e-06,0.00016444642787525213,4.860664907121548e-05,1.4540656487864644e-05,2.277439749560734e-05,3.107472666181635e-05,6.7695402863455445e-06,6.654061332661877e-06,3.0850110150873636e-05,3.5270653048310304e-06,1.866239694577345e-05,2.4843405549870493e-05,0.0007755561850542717,0.012291950115486545,0.198770743941882,0.06931773028508252,0.00015807969547607914,0.008377164528871718,6.184081191740662e-06,3.144660357621888e-05,1.9413794808644134e-05,6.324352160477371e-06,3.5464905863044497e-06,6.804251549406734e-06,0.00016212732063389284,1.5858562425773993e-05,2.2705576600014175e-05,3.071487124696721e-05,1.396638460180697e-06,4.761077978522569e-05
1,-1445000.0,False,8,b274f_00000,2025-08-11_17-12-38,1754925158,4.9850544929504395,39.45488429069519,65102,DESKTOP-3SK5A41,192.168.40.242,39.45488429069519,8,4.2148529791015665,1.4221522172178662e-05,4.214575457425854,3.8118203903684473,0.39910394819214373,0.0014964533555957044,0.0363873159900413,-28900.0,14.5,50,50.0,0.03745544110299525,6.5,27.16809333212661,9.276701914820848e-05,-1445000.0,5000.0,0.00010152057345367347,27.16809333212661,100.0,7.0,-5.5,4.27710010566199e-05,50,0.011691808254075302,1286.3539634873955,1,0,0,0,0,0,11.985714285714286,82.98571428571428,0.0003588953380625814,0.00011906209313611322,6.5,-1445000.0,6.5,5000.0,5000.0,-1445000.0,48000,0.0015101875925,0.6825939,9815,0.00046540372,6000,0.00144374358933419,1000.0,1.0,8.0,0.023358226,11.383149,0.041350093,-0.062470496,-0.11535315,0.09115172,0.0003034787382,185504.18394796312,0,244800,48000,5100.0,9815,6000,5000.0,30600,937318.1249400462,185153.28599866698,184479.87383495542,27.168093332126602,-16.5,50.0,-1.5,0.00020944408605999017,41000,4.629881332343596e-05,1000,0.00010152544625830138,20,50,160,50,27.168093332126602,8.0,0.03573126594002133,17.5,0.744963872086159,0.2901298024718527,0.00011914362173826459,1000,8000,0.0003624432276195808,1000,-1.5,8000,-1.5,1.4776790402434318e-06,0.00016401139501757978,4.8380197826718644e-05,1.4630183005659675e-05,2.266515436709828e-05,3.1072985492146476e-05,6.818292751469222e-06,6.601856227009326e-06,3.072510553478867e-05,3.502919489237462e-06,1.8621988281433157e-05,2.480897149587785e-05,0.0007751156232062924,0.012268039614327611,0.19889989750245815,0.06932253798223785,0.00015849689851922972,0.008377749883588186,6.176240381733282e-06,3.211414749338022e-05,1.934948531960163e-05,6.014470166075635e-06,3.4074162317892753e-06,6.671056203946806e-06,0.00016465668350548613,1.5782278352371652e-05,2.328099057849226e-05,3.3669085879830346e-05,1.4000559325412909e-06,4.7696643780052954e-05
1,-1687500.0,False,9,b274f_00000,2025-08-11_17-12-43,1754925163,4.813124895095825,44.268009185791016,65102,DESKTOP-3SK5A41,192.168.40.242,44.268009185791016,9,4.213381110310548,1.4197306957662286e-05,4.213102326851594,3.812504048464763,0.39694319771022185,0.0014960518220349251,0.03626840800005994,-33750.0,14.5,50,50.0,0.03743804762889466,5.100000000000001,27.16809333212661,9.310827105984227e-05,-1687500.0,5000.0,0.00010090109472704067,27.16809333212661,100.0,8.0,-5.5,4.254738158293797e-05,50,0.01240503438750788,1286.458798502294,1,0,0,0,0,0,12.0,83.0,0.00035767064350193586,0.00011908178621414872,5.100000000000001,-1687500.0,5.100000000000001,5000.0,5000.0,-1687500.0,54000,0.0015101875925,0.6843482,9815,0.0002807399,6000,0.000721871794667095,1000.0,1.0,9.0,0.06325543,10.897352,0.07782904,0.16950746,0.11711345,0.09033162,0.0003034787382,184587.5032628801,0,275400,54000,5100.0,9815,6000,5000.0,30600,933045.7737445069,184263.82781854994,183614.271712571,27.168093332126602,-16.5,50.0,-1.3,0.00020909964520065627,46000,4.217388279824948e-05,1000,9.621538503436047e-05,20,50,180,50,27.168093332126602,9.0,0.03560721196998202,17.5,0.7448185363752936,0.28867865644713175,0.00011351647855269307,1000,9000,0.0003426766481650119,1000,-1.3,9000,-1.3,1.4717426244844908e-06,0.00016351791836503,4.8315528827336895e-05,1.4589138545773538e-05,2.2665044064286227e-05,3.080844640578136e-05,6.822818717380747e-06,6.576769274325185e-06,3.0771560216189296e-05,3.529528725003112e-06,1.8562629837588798e-05,2.4787881781369135e-05,0.0007744004669805669,0.012234532218180997,0.19750266152743576,0.06930436460241235,0.00015890492953935109,0.008376368384750274,6.169477978345521e-06,3.023727024325193e-05,1.8690267896389624e-05,5.642152397077551e-06,3.4518461024902075e-06,6.097449834558212e-06,0.00015430081558068695,1.5604612077778386e-05,2.220733377504201e-05,2.985270514552074e-05,1.4919483024596811e-06,4.628072493428317e-05
1,-1930000.0,False,10,b274f_00000,2025-08-11_17-12-48,1754925168,5.000590562820435,49.26859974861145,65102,DESKTOP-3SK5A41,192.168.40.242,49.26859974861145,10,4.213717813227449,1.4194333891486386e-05,4.213437598603072,3.813519014000113,0.39625854073312156,0.0014977043038125362,0.0366227340200021,-38600.0,14.5,50,50.0,0.037505258276851236,5.5,27.16809333212661,9.298128657092583e-05,-1930000.0,5000.0,0.00010238966644475832,27.16809333212661,100.0,9.0,-5.5,4.2746468317010714e-05,50,0.011624366082448434,1278.832796606286,1,0,0,0,0,0,11.928571428571429,83.0,0.0003613835135018553,0.00012010789786802354,5.5,-1930000.0,5.5,5000.0,5000.0,-1930000.0,60000,0.0015101875925,0.6828783,9815,0.0002470136,6000,0.0003609358973335475,1000.0,1.0,10.0,0.05541891,11.023952,0.06141847,-0.048925623,-0.10145782,0.09056185,0.0003034787382,183465.59115136683,0,306000,60000,5100.0,9815,6000,5000.0,30600,927698.4457424487,183168.0502529468,182540.60884286504,27.168093332126602,-16.5,50.0,-2.5,0.0002082546487502787,51000,4.314676820258145e-05,1000,9.82438435569439e-05,20,50,200,50,27.168093332126602,10.0,0.03560556698994333,17.5,0.7447537450115392,0.2887064668826595,0.00011497722599293484,1000,10000,0.00034890699749665695,1000,-2.5,10000,-2.5,1.483169417124995e-06,0.0001652121452537344,4.8815182159513296e-05,1.4675814752388712e-05,2.2800387227018752e-05,3.114908491690803e-05,6.853200826332653e-06,6.679054773799668e-06,3.104003176855201e-05,3.511815207846235e-06,1.8728018652921e-05,2.4766002965485957e-05,0.0007739614623099394,0.012198315896000352,0.19758236991216294,0.06929300595638778,0.00015894788023801818,0.008373133700908978,6.159783203433e-06,3.014731568399671e-05,1.9187927575087938e-05,5.680225953758474e-06,3.704981917867206e-06,6.110614777421491e-06,0.00015792821546865436,1.5670862643069316e-05,2.2224902016439764e-05,3.065230948458359e-05,1.3817870327861728e-06,4.7078641368064065e-05
