num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/weights_seq_no,env_runners/num_env_steps_sampled_lifetime,env_runners/rlmodule_inference_timer,env_runners/episode_len_mean,env_runners/num_episodes,env_runners/env_step_timer,env_runners/env_reset_timer,env_runners/episode_len_max,env_runners/sample,env_runners/num_episodes_lifetime,env_runners/time_between_sampling,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_env_steps_sampled,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/episode_return_max,env_runners/episode_return_mean,env_runners/episode_return_min,env_runners/num_env_steps_sampled_lifetime_throughput,evaluation/num_healthy_workers,evaluation/actor_manager_num_outstanding_async_reqs,evaluation/num_remote_worker_restarts,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/default_agent,env_runners/agent_episode_return_mean/default_agent,env_runners/module_episode_return_mean/default_policy,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_module_steps_sampled/default_policy,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/weights_seq_no,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/mean_kl_loss,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/vf_loss,learners/default_policy/policy_loss,learners/default_policy/curr_kl_coeff,learners/default_policy/num_trainable_parameters,learners/default_policy/vf_explained_var,learners/default_policy/curr_entropy_coeff,learners/default_policy/total_loss,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/module_train_batch_size_mean,learners/default_policy/entropy,learners/default_policy/vf_loss_unclipped,learners/default_policy/num_module_steps_trained,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/num_module_steps_trained_lifetime_throughput,evaluation/env_runners/episode_len_max,evaluation/env_runners/num_episodes_lifetime,evaluation/env_runners/num_env_steps_sampled,evaluation/env_runners/env_to_module_sum_episodes_length_in,evaluation/env_runners/episode_return_min,evaluation/env_runners/weights_seq_no,evaluation/env_runners/num_env_steps_sampled_lifetime,evaluation/env_runners/rlmodule_inference_timer,evaluation/env_runners/episode_len_mean,evaluation/env_runners/sample,evaluation/env_runners/env_to_module_sum_episodes_length_out,evaluation/env_runners/episode_return_max,evaluation/env_runners/env_reset_timer,evaluation/env_runners/episode_len_min,evaluation/env_runners/episode_return_mean,evaluation/env_runners/num_episodes,evaluation/env_runners/env_step_timer,evaluation/env_runners/episode_duration_sec_mean,learners/__all_modules__/learner_connector/connector_pipeline_timer,evaluation/env_runners/env_to_module_connector/connector_pipeline_timer,evaluation/env_runners/module_to_env_connector/connector_pipeline_timer,evaluation/env_runners/agent_episode_return_mean/default_agent,evaluation/env_runners/module_episode_return_mean/default_policy,evaluation/env_runners/num_agent_steps_sampled/default_agent,evaluation/env_runners/num_module_steps_sampled_lifetime/default_policy,evaluation/env_runners/num_module_steps_sampled/default_policy,evaluation/env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/batch_individual_items,evaluation/env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,evaluation/env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,evaluation/env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,evaluation/env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,evaluation/env_runners/module_to_env_connector/timers/connectors/get_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items
1,252500.0,False,1,ff84f_00000,2025-08-17_09-36-21,1755423381,7.686720609664917,7.686720609664917,232046,intrinsic-attention2,10.156.0.3,7.686720609664917,1,7.542838959998335,1.9337996491231024e-05,7.542551072998322,6.729327038003248,0.8020227950037224,0.0011821660009445623,0.0,252500.0,0.00010522066318996628,2.0,2500.0,5.2842725665433207e-05,0.0003703440015669912,2,0.07490653855056457,126250.0,0.0020252136251818825,0.9977517229180546,5000.0,0.9977517229180546,0.0015256671103270497,2,10.5,1.2300000000000004,-10.5,726.4041848085527,1,0,0,0,0,0,69.27272727272727,69.23636363636363,0.00012859727850092172,252500.0,0.0004110814152628617,5000.0,1.2300000000000004,1.2300000000000004,252500.0,5000.0,7500,22337,30134,0,30134,5000,457500,457500,1996638.2825163133,131569.41465955347,131545.85071615534,1.0,0.0631317558363,0.9201641,1.0,0.4610211,0.41004464,0.48844146728515625,22337,-3.0398369e-05,0.0034828119666,1.0293586,30134,494.0,0.15579689,97.71233,30134,3.211087,131600.4067047385,2,50,100,0.7837645722890833,-10.5,1.0,5100,0.00016044021245860795,2.0,0.12689236100413837,0.7837645722890833,10.5,0.0002880460015148856,2,0.7,50,6.913583698421544e-05,0.0015463343994633761,0.5684073570009787,0.0001771836966930347,0.000559653381162078,0.7,0.7,100,100,100,100,8.730778260681512e-06,2.0044484458106084e-05,3.375727359258463e-05,6.626405482116099e-06,4.149512800761396e-06,5.2948889900172976e-05,1.9123113993902965e-06,0.00018264384405249225,1.7258464845445905e-05,3.7355096968241675e-05,4.0939156639920255e-05,0.016309186998114455,0.018423023997456767,0.07922366700222483,0.00016556600166950375,2.6002999220509082e-05,0.11914941699797055,7.691996870562434e-06,0.3340613479958847,1.0196283952328985e-05,2.307889997491525e-05,4.1458559077060406e-05,7.530370288663381e-06,3.905202566828676e-06,8.713266536490515e-05,3.8637154197898214e-05,0.00027296290989073884,1.8003403172187714e-06,5.823489901726752e-05,1.89693806499854e-05
1,10000.0,False,2,ff84f_00000,2025-08-17_09-36-29,1755423389,8.447846174240112,16.13456678390503,232046,intrinsic-attention2,10.156.0.3,16.13456678390503,2,7.550034358218327,1.930000653374009e-05,7.549745278828341,6.736702467313226,0.8018277728936665,0.0011809404009545687,1.0,10000.0,0.00011564029777210213,2.0,2500.0,5.6246084186318e-05,0.0003703440015669912,2,0.07303307726156741,5000.0,0.008614063726643598,1.006700111107366,5000.0,1.006700111107366,0.0017346081099822185,2,10.5,0.12,-10.5,684.3325641741636,1,0,0,0,0,0,76.125,68.475,0.0001403661126059984,10000.0,0.00043588607906648125,5000.0,0.12,0.12,10000.0,5000.0,7500.0,22337,60268,0,30134,5000.0,915000,457500,1998171.2888292708,131667.73807111403,131645.201769574,2.0,0.0631317558363,0.10854944,1.0,0.4610212,0.19826604,0.7326622009277344,22337,8.404255e-06,0.0034828119666,0.56937337,60268,494.0,0.6140003,97.43992,30134,6.1588893,131697.06787488103,2,100,100,0.9573306375970015,-10.5,2.0,10100,0.0001437016184842834,2.0,0.1273138693140936,0.9573306375970015,10.5,0.0002872086215211311,2,0.9,50,6.445407886637997e-05,0.0018143671399593587,0.5682453699109464,0.00017094091585569037,0.0005200591900777953,0.9,0.9,100,200,100,200,9.293619319928388e-06,2.1817999886073303e-05,3.639275177739507e-05,7.405351028096959e-06,4.659087555970871e-06,5.642535814466968e-05,2.1567507035731265e-06,0.00019587510415665854,1.9058406840830782e-05,4.155417075571168e-05,3.329805565284469e-05,0.016304648498116876,0.018411589297465978,0.07918442733222036,0.0001658543117082445,2.6013689202954994e-05,0.11915594607795355,7.694526939303614e-06,0.3339478493659408,1.0481181221715387e-05,2.4925918273340436e-05,4.1850785131986925e-05,8.93964999589627e-06,5.319066928328202e-06,7.085525419469785e-05,4.731434191214435e-05,0.00023267538424338746,2.3400971032244354e-06,4.199970938221565e-05,2.246192176089798e-05
1,-232500.0,False,3,ff84f_00000,2025-08-17_09-36-38,1755423398,8.578166007995605,24.712732791900635,232046,intrinsic-attention2,10.156.0.3,24.712732791900635,3,7.5585565057861706,1.9404736471187792e-05,7.558266377400043,6.743119344870082,0.8039217656847694,0.0011793932169661275,2.0,-232500.0,0.000113859181221483,2.0,2500.0,5.5464361390505686e-05,0.0003703440015669912,2,0.06881551709032006,-116250.0,0.011045680292828756,1.006700111107366,5000.0,1.006700111107366,0.001725084710269584,2,10.5,-0.3,-10.5,734.5946159947856,1,0,0,0,0,0,76.1,67.19166666666668,0.00013764690687103443,-232500.0,0.0004290675259942338,5000.0,-0.3,-0.3,-232500.0,5000.0,7500.0,22337,90402,0,30134,5000.0,1372500,457500,1995400.9634362133,131482.47100965507,131461.10580456682,3.0,0.0631317558363,0.77122283,1.0,0.4610211,0.47851774,1.0989933013916016,22337,3.0994415e-06,0.0034828119666,1.3615785,90402,494.0,0.6348355,97.59061,30134,10.652783,131509.92458246474,2,150,100,0.9957671529634575,-10.5,3.0,15100,0.00012755079622065013,2.0,0.12764418704100536,0.9957671529634575,10.5,0.000286321375361149,2,1.7,50,5.969968797879e-05,0.0020157978903444017,0.5702619906818385,0.00015758362876613626,0.00047282194860117965,1.7,1.7,100,300,100,300,9.137941836727516e-06,2.1451314778623247e-05,3.5815235282332674e-05,7.178951564354576e-06,4.539799855276655e-06,5.5758865899969156e-05,2.1154260471589104e-06,0.0001929342664097017,1.8706049361036715e-05,4.089393503164086e-05,3.2792829078722e-05,0.016401284373109955,0.01839599590451689,0.07919184542888107,0.0001659085886036337,2.6027722253638787e-05,0.11997436386715561,7.698201681341744e-06,0.33505691808225824,9.817897508299057e-06,2.4078854345824692e-05,4.0956641991736294e-05,8.183891104364795e-06,4.896618755741656e-06,6.124221407373405e-05,4.388933569802805e-05,0.00021223921400937326,2.3862308283592154e-06,3.6156730024889156e-05,2.0985120277805815e-05
1,-475000.0,False,4,ff84f_00000,2025-08-17_09-36-47,1755423407,9.467270374298096,34.18000316619873,232046,intrinsic-attention2,10.156.0.3,34.18000316619873,4,7.575680380448292,1.94052591270156e-05,7.575387825126031,6.756945959501353,0.8071609880878993,0.0011807633347567898,3.0,-475000.0,0.00012392702096361354,2.0,2500.0,6.084072353509854e-05,0.0003703440015669912,2,0.07447789030086663,-237500.0,0.013766206776255752,1.006700111107366,5000.0,1.006700111107366,0.001881357740057866,2,10.5,-0.29,-10.5,611.6044565655038,1,0,0,0,0,0,75.60714285714286,68.29285714285713,0.0001528159057661704,-475000.0,0.0004740000649916134,5000.0,-0.29,-0.29,-475000.0,5000.0,7500.0,22337,120536,0,30134,5000.0,1830000,457500,1969978.9315542514,129805.58819466068,129785.20794857378,4.0,0.0631317558363,0.6930665,1.0,0.46102118,0.47773442,1.6484899520874023,22337,5.1617622e-05,0.0034828119666,1.5591922,120536,494.0,0.12730701,97.28217,30134,7.0606775,129831.3626042417,2,200,100,1.0042789879865917,-10.5,4.0,20100,0.00014328061800221594,2.0,0.12813240412064625,1.0042789879865917,10.5,0.0002854337415515111,2,1.7,50,6.419949941115784e-05,0.0020596804101660382,0.5726513076450616,0.0001728398449549324,0.0005148754406134443,1.7,1.7,100,400,100,400,1.0030778414412508e-05,2.388556119204417e-05,3.948970630008271e-05,7.799952181449768e-06,4.998449777490838e-06,6.090154989974057e-05,2.3420389355410818e-06,0.00021383311279401116,2.0696208365902975e-05,4.449185258463067e-05,3.601040583269951e-05,0.016490336759369024,0.018448649755446817,0.07965460541453781,0.00016614929272184236,2.6105045026066366e-05,0.12060077568841436,7.740739637469232e-06,0.3362142767114085,1.0371923978069077e-05,2.616716553279715e-05,4.318961559482003e-05,9.450624872011362e-06,5.410984384327196e-06,6.807016736260128e-05,5.02087384689215e-05,0.00022331132973576201,2.7740861199172587e-06,3.836560077359978e-05,2.295403206680383e-05
1,-717500.0,False,5,ff84f_00000,2025-08-17_09-36-57,1755423417,9.830205202102661,44.01020836830139,232046,intrinsic-attention2,10.156.0.3,44.01020836830139,5,7.5964156005438,1.934246655733514e-05,7.596121579084744,6.774097757626351,0.8107069767769577,0.0011819593613968111,4.0,-717500.0,0.00013247145653261293,2.0,2500.0,6.221882182205041e-05,0.0003703440015669912,2,0.07769139694209715,-358750.0,0.01572239365699775,1.006700111107366,5000.0,1.006700111107366,0.001975498570245691,2,10.5,-1.72,-10.5,596.652363621251,1,0,0,0,0,0,76.13571428571429,68.5,0.00016018285362239115,-717500.0,0.0004903593454382746,5000.0,-1.72,-1.72,-717500.0,5000.0,7500.0,22337,150670,0,30134,5000.0,2287500,457500,1942088.6545495838,127966.15644401936,127946.7647786064,5.0,0.0631317558363,0.0067292233,1.0,0.46102113,-0.03717192,0.8242449760437012,22337,-2.9802322e-06,0.0034828119666,0.2929786,150670,494.0,0.33542317,97.71802,30134,2.0140631,127990.5125936828,2,250,100,1.006163949065147,-10.5,5.0,25100,0.00013034550316270898,2.0,0.1284699646294835,1.006163949065147,10.5,0.00028479278412991434,2,1.5,50,6.250317864158889e-05,0.0020712334002018907,0.575219623498622,0.00016243250200447936,0.0004909425443790291,1.5,1.5,100,500,100,500,1.0254754322953647e-05,2.4661883452160535e-05,4.039040967566931e-05,8.322842711855858e-06,5.385683675106114e-06,6.396512888000574e-05,2.4997927990511375e-06,0.00021677089738907296,2.1693109033650358e-05,4.719555240247233e-05,3.6980632158584263e-05,0.016580640171832386,0.01850164210785063,0.080143712400351,0.00016635467984222463,2.6101614552570247e-05,0.12138715698152241,7.752392217839005e-06,0.3373625303442953,1.0406998392491962e-05,2.5255594713265645e-05,4.1374858300581304e-05,8.468742182850509e-06,5.0591950237301145e-06,6.277776465105237e-05,4.7388319277270144e-05,0.00021472707799438589,2.4063446935057566e-06,3.723348891990289e-05,2.2186170348755363e-05
1,-960000.0,False,6,ff84f_00000,2025-08-17_09-37-05,1755423425,7.962127685546875,51.97233605384827,232046,intrinsic-attention2,10.156.0.3,51.97233605384827,6,7.598259612908391,1.9476621874456957e-05,7.5979641157739275,6.772242955800071,0.8143421402291812,0.0011836255577512425,5.0,-960000.0,9.898423806073698e-05,2.0,2500.0,5.0809160570455594e-05,0.0003703440015669912,2,0.07277259274689625,-480000.0,0.016283941329918162,1.006700111107366,5000.0,1.006700111107366,0.0015227672301989514,2,10.5,-0.35999999999999993,-10.5,759.4989507540221,1,0,0,0,0,0,74.03636363636363,66.71818181818182,0.00012328138672033635,-960000.0,0.00038334305873652006,5000.0,-0.35999999999999993,-0.35999999999999993,-960000.0,5000.0,7500.0,22337,180804,0,30134,5000.0,2745000,457500,1918389.0169526753,126402.9670240965,126384.49215586353,6.0,0.0631317558363,0.00044124437,1.0,0.46102118,0.009643468,0.4121224880218506,22337,0.0,0.0034828119666,0.3301838,180804,494.0,0.014101134,98.17944,30134,0.021335818,126425.8615633099,2,300,100,1.0065813770648688,-10.5,6.0,30100,0.00012855661900810478,2.0,0.1288110862632199,1.0065813770648688,10.5,0.0002838127663207758,2,2.1,50,6.227722606240256e-05,0.001974601569745573,0.5779911856436692,0.00016240293309014104,0.0004906633742942642,2.1,2.1,100,600,100,600,8.441301119198033e-06,1.9609096992672498e-05,3.293092646850447e-05,6.296978094641167e-06,3.936073023431232e-06,4.9237373584767e-05,1.8667958552605697e-06,0.00017325834301567175,1.6704194865345595e-05,3.6086308295269e-05,3.0128744345598057e-05,0.01666313066009986,0.018559491796756002,0.08066705821633906,0.00016670053302119862,2.6156018372817436e-05,0.12207810157165659,7.761848294401914e-06,0.3387776191308071,1.038027016671617e-05,2.5833291609887514e-05,4.165177433470541e-05,8.639919381773269e-06,5.046882207628026e-06,6.294085138670857e-05,4.75259960467735e-05,0.0002156039465428831,2.3177240241957537e-06,3.6747578183266156e-05,2.2536270801577427e-05
1,-1202500.0,False,7,ff84f_00000,2025-08-17_09-37-15,1755423435,9.38275933265686,61.35509538650513,232046,intrinsic-attention2,10.156.0.3,61.35509538650513,7,7.614203124289316,1.9399825704162323e-05,7.61390653716619,6.784413552842037,0.8180512712068947,0.001185345532142984,6.0,-1202500.0,0.00012404099653112122,2.0,2500.0,5.9101303919714226e-05,0.0003703440015669912,2,0.07129749374689176,-601250.0,0.016587000841653717,1.006700111107366,5000.0,1.006700111107366,0.0018482743702043078,2,10.5,0.4099999999999999,-10.5,664.15906183069,1,0,0,0,0,0,71.53076923076922,66.02307692307691,0.00015009528700337996,-1202500.0,0.00046543318138189633,5000.0,0.4099999999999999,0.4099999999999999,-1202500.0,5000.0,7500.0,22337,210938,0,30134,5000.0,3202500,457500,1890416.1559277026,124558.47143478677,124540.8256500195,7.0,0.0631317558363,0.014471612,1.0,0.46102118,-0.012970123,0.4121224880218506,22337,0.0,0.0034828119666,0.3127853,210938,494.0,0.1247184,97.699684,30134,0.5527255,124580.1812573509,2,350,100,1.0066738172414504,-10.5,7.0,35100,0.0001396642895893494,2.0,0.12923960678055574,1.0066738172414504,10.5,0.00028284121871743634,2,2.1,50,6.310616984337914e-05,0.0020526241396873956,0.5806108896372266,0.00016852233937384453,0.0005057844404803525,2.1,2.1,100,700,100,700,9.728699483589759e-06,2.3315033406140887e-05,3.8507961116085565e-05,7.797660823428889e-06,5.005458429784142e-06,6.022255948722369e-05,2.3679573892057853e-06,0.00020679924744790147,2.0246405290786628e-05,4.453757804153361e-05,3.5499762637964106e-05,0.016752250893451913,0.01861596138880945,0.08116235503417085,0.00016693392763875845,2.619359819970042e-05,0.12288881185594386,7.771819826485567e-06,0.3399441460295434,1.0876261439810072e-05,2.615830788217979e-05,4.163894399124494e-05,9.562612495808525e-06,5.458009966464882e-06,6.561352456035355e-05,4.949155351985284e-05,0.0002209977096687111,2.4606890686550976e-06,3.709020973587751e-05,2.2915979903520082e-05
1,-1445000.0,False,8,ff84f_00000,2025-08-17_09-37-23,1755423443,8.259507656097412,69.61460304260254,232046,intrinsic-attention2,10.156.0.3,69.61460304260254,8,7.618753993436408,1.93065474369802e-05,7.618456711684508,6.787769804963641,0.819181816034788,0.0011851548967827565,7.0,-1445000.0,0.00010850680584256224,2.0,2500.0,5.47399944488762e-05,0.0003703440015669912,2,0.072120126896886,-722500.0,0.016879224293643517,1.006700111107366,5000.0,1.006700111107366,0.0016613872400193944,2,10.5,0.43,-10.5,696.5522448959406,1,0,0,0,0,0,71.22727272727273,66.31818181818181,0.00013395066454338566,-1445000.0,0.0004171930651958562,5000.0,0.43,0.43,-1445000.0,5000.0,7500.0,22337,241072,0,30134,5000.0,3660000,457500,1878607.5288743507,123778.54481699853,123761.76646517828,8.0,0.0631317558363,0.0016243932,1.0,0.46102113,-0.07176558,0.2060612440109253,22337,0.0,0.0034828119666,0.24906702,241072,494.0,0.017958524,98.49083,30134,0.0503226,123799.00071683306,2,400,100,1.0066942882837675,-10.5,8.0,40100,0.00014072533395042083,2.0,0.1296715901027481,1.0066942882837675,10.5,0.0002820948164901115,2,1.9,50,6.35828025266662e-05,0.0021217412100668297,0.5813149070708856,0.0001703862930042889,0.000514044972029891,1.9,1.9,100,800,100,800,9.047540090604974e-06,2.1216846938281136e-05,3.541678896284657e-05,6.80122344709583e-06,4.307244076319666e-06,5.365984643117974e-05,2.0278058265198907e-06,0.00018828292986554303,1.821929357210698e-05,3.905673318303145e-05,3.244139194071282e-05,0.016743482904533768,0.018655753724899835,0.08153432272387115,0.00016730046838714857,2.6206482194470008e-05,0.12313622145738515,7.767561588042486e-06,0.3399968535792204,1.0628621573726944e-05,2.659232995430823e-05,4.333784511864557e-05,9.35712105775114e-06,5.417447321435618e-06,6.705216399867841e-05,4.957091870920513e-05,0.00022613779445355343,2.6289819037359758e-06,3.771927579858677e-05,2.3018844208737373e-05
1,-1687500.0,False,9,ff84f_00000,2025-08-17_09-37-32,1755423452,8.755157947540283,78.36976099014282,232046,intrinsic-attention2,10.156.0.3,78.36976099014282,9,7.628202388722023,1.922923197087309e-05,7.627903782907645,6.794917582423978,0.8214864451944054,0.0011832783478085028,8.0,-1687500.0,0.00011518869570542087,2.0,2500.0,5.6241853588416406e-05,0.0003703440015669912,2,0.07361964448580652,-843750.0,0.015305938559692858,1.006700111107366,5000.0,1.006700111107366,0.0017321172999800183,2,10.5,-0.6500000000000001,-10.5,674.571003420754,1,0,0,0,0,0,71.03333333333335,64.24166666666666,0.00014241910514010205,-1687500.0,0.00043609645725925934,5000.0,-0.6500000000000001,-0.6500000000000001,-1687500.0,5000.0,7500.0,22337,271206,0,30134,5000.0,4117500,457500,1871257.7539805553,123291.08389793593,123275.60305035053,9.0,0.0631317558363,0.0055170613,1.0,0.46102118,-0.03516612,0.10303062200546265,22337,0.0,0.0034828119666,0.2861775,271206,494.0,0.005444821,97.630165,30134,0.014602233,123310.57423197464,2,450,100,1.0066988216326744,-10.5,9.0,45100,0.0001421511819131414,2.0,0.13010389474172648,1.0066988216326744,10.5,0.00028124086831444615,2,1.9,50,6.401901615893646e-05,0.0021171986502304205,0.5828472016401102,0.00017224571951215614,0.0005184495090219154,1.9,1.9,100,900,100,900,9.35726933627162e-06,2.216988200542136e-05,3.619307112657297e-05,7.453656023625509e-06,4.765875704032481e-06,5.6510470784456706e-05,2.21349307690109e-06,0.0001930559837722999,1.9254233748115538e-05,4.197209336816091e-05,3.357989899121214e-05,0.016730179645504464,0.018726631597599647,0.08207499974665543,0.00016752809371682866,2.6194327380803985e-05,0.12303357884283068,7.783125986555876e-06,0.3410308941234242,1.0351172989152928e-05,2.6266149757025095e-05,4.23588879711278e-05,9.44730144429063e-06,5.748795249226721e-06,6.853434441684432e-05,5.112762426530217e-05,0.00022407310414328642,2.693740469819429e-06,3.8151416971298894e-05,2.3336798865862413e-05
1,-1930000.0,False,10,ff84f_00000,2025-08-17_09-37-41,1755423461,9.001798629760742,87.37155961990356,232046,intrinsic-attention2,10.156.0.3,87.37155961990356,10,7.640118664994805,1.9139829622622713e-05,7.639819439828551,6.803296897249714,0.8249882668724824,0.0011839242542991202,9.0,-1930000.0,0.00011757391927975945,2.0,2500.0,5.6712930477937296e-05,0.0003703440015669912,2,0.07075346393670684,-965000.0,0.015328870519510802,1.006700111107366,5000.0,1.006700111107366,0.0017815248299302762,2,10.5,0.12,-10.5,706.7779916413251,1,0,0,0,0,0,67.23076923076923,63.11538461538463,0.0001434878004419154,-1930000.0,0.00044165922207181597,5000.0,0.12,0.12,-1930000.0,5000.0,7500.0,22337,301340,0,30134,5000.0,4575000,457500,1847140.4514911836,121700.52457789684,121685.82020248557,10.0,0.0631317558363,0.0008985684,1.0,0.46102113,0.060962226,0.05151531100273132,22337,1.1920929e-07,0.0034828119666,0.38127998,301340,494.0,0.00015494991,97.469925,30134,0.0006546872,121718.896150617,2,500,100,1.0066998255508928,-10.5,10.0,50100,0.00013139929179984924,2.0,0.13042749571428278,1.0066998255508928,10.5,0.0002802981796306784,2,1.9,50,6.27224227999896e-05,0.0020519252002850407,0.5853603521836739,0.00016335404091140135,0.0004922760636100555,1.9,1.9,100,1000,100,1000,9.38552650026608e-06,2.1956266547235253e-05,3.656501448639349e-05,7.553554470804798e-06,4.823934865850813e-06,5.7530291799973114e-05,2.2035096007643226e-06,0.00019601096494269813,1.950565453315752e-05,4.253678593264209e-05,3.3787522427612205e-05,0.016814607409017645,0.018792593361660583,0.08528786906915076,0.0001676788427635916,2.6180554142770763e-05,0.12387235922442572,7.791694758850189e-06,0.33934138768224814,1.0228458221266197e-05,2.534289902650797e-05,4.148727129306175e-05,8.96293173298137e-06,5.1975060965688e-06,6.413468121187178e-05,4.7478934640902076e-05,0.00021714083633221312,2.3607533186233466e-06,3.685159465147639e-05,2.23989725071813e-05
