num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_mean,env_runners/env_reset_timer,env_runners/num_episodes,env_runners/episode_return_max,env_runners/sample,env_runners/num_env_steps_sampled,env_runners/rlmodule_inference_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_episodes_lifetime,env_runners/episode_duration_sec_mean,env_runners/episode_return_min,env_runners/env_step_timer,env_runners/episode_len_min,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/weights_seq_no,env_runners/time_between_sampling,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_len_max,env_runners/num_env_steps_sampled_lifetime_throughput,evaluation/num_healthy_workers,evaluation/actor_manager_num_outstanding_async_reqs,evaluation/num_remote_worker_restarts,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_agent_steps_sampled/default_agent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/agent_episode_return_mean/default_agent,env_runners/num_module_steps_sampled/default_policy,env_runners/module_episode_return_mean/default_policy,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/vf_loss,learners/default_policy/vf_loss_unclipped,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/num_trainable_parameters,learners/default_policy/total_loss,learners/default_policy/entropy,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/num_module_steps_trained,learners/default_policy/curr_entropy_coeff,learners/default_policy/vf_explained_var,learners/default_policy/policy_loss,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/mean_kl_loss,learners/default_policy/weights_seq_no,learners/default_policy/curr_kl_coeff,learners/default_policy/module_train_batch_size_mean,learners/default_policy/num_module_steps_trained_lifetime_throughput,evaluation/env_runners/episode_return_max,evaluation/env_runners/env_reset_timer,evaluation/env_runners/sample,evaluation/env_runners/episode_duration_sec_mean,evaluation/env_runners/episode_len_max,evaluation/env_runners/episode_len_min,evaluation/env_runners/episode_return_mean,evaluation/env_runners/rlmodule_inference_timer,evaluation/env_runners/env_to_module_sum_episodes_length_in,evaluation/env_runners/num_env_steps_sampled,evaluation/env_runners/num_env_steps_sampled_lifetime,evaluation/env_runners/episode_len_mean,evaluation/env_runners/env_to_module_sum_episodes_length_out,evaluation/env_runners/num_episodes,evaluation/env_runners/episode_return_min,evaluation/env_runners/num_episodes_lifetime,evaluation/env_runners/env_step_timer,evaluation/env_runners/weights_seq_no,learners/__all_modules__/learner_connector/connector_pipeline_timer,evaluation/env_runners/env_to_module_connector/connector_pipeline_timer,evaluation/env_runners/num_module_steps_sampled_lifetime/default_policy,evaluation/env_runners/module_to_env_connector/connector_pipeline_timer,evaluation/env_runners/agent_episode_return_mean/default_agent,evaluation/env_runners/num_module_steps_sampled/default_policy,evaluation/env_runners/module_episode_return_mean/default_policy,evaluation/env_runners/num_agent_steps_sampled/default_agent,evaluation/env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,evaluation/env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,evaluation/env_runners/env_to_module_connector/timers/connectors/batch_individual_items,evaluation/env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/get_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,evaluation/env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,evaluation/env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy
1,252500.0,False,1,23444_00000,2025-08-16_21-30-15,1755379815,8.916245698928833,8.916245698928833,35354,intrinsic-attention2,10.156.0.3,8.916245698928833,1,6.272349598999426,2.1351999748731032e-05,6.271953831999781,5.584399818999373,0.6825295219987311,0.0014424370001506759,0.52,0.00035106799987261184,100.0,17.5,0.06957663818248913,5000.0,0.00013446600683868155,26.762340024562445,5050.0,0.05101728714998899,-18.5,7.118689227123188e-05,50,252500.0,50.0,0.0,0.0016795524519168698,26.762340024562445,50,818.9781731700026,1,0,0,0,0,0,92.25384615384617,66.8076923076923,5000.0,0.0001686317629122901,0.0005388998406964256,252500.0,252500.0,0.52,5000.0,0.52,5000,5100,17827,153000,153000,21060,0,21060,951200.1154413667,131114.43479123068,131058.86642270515,0.30049956,19.43366,1.0,17827,0.29691038,0.6908792,0.0069606782391,0.03201105,21060,0.0186069183019,0.037298918,0.03126876,21060,0.0020844894,1.0,0.16739526391029358,702.0,131207.31929706712,15.5,0.00033757600067474414,2.616071739999825,0.05033597610006837,50,50,-1.5,0.00012220790695292055,27.168093331925355,2500,7500,50.0,27.168093331925355,50,-16.5,50,6.38584001832305e-05,1.0,0.514416240999708,0.00015785131669247336,2500,0.00046307951268722376,-1.5,2500,-1.5,2500,2500,1.063969327680912e-05,4.408441016547634e-05,2.5871287691894054e-05,6.043226411439837e-06,9.139675000087336e-06,4.848276112256397e-05,2.3547135838090625e-06,6.20422334456395e-05,6.820555421536977e-05,0.00023093633351200485,2.2074621907701687e-05,0.012100900999939768,0.1068862629999785,0.001204926998980227,0.37358585500078334,3.0816998332738876e-05,0.0001985139988391893,0.019779150999966078,1.0019999535870738e-05,9.616339706688005e-06,7.934996927813341e-06,4.0257005234856545e-05,2.3594682087616807e-05,4.694677799493145e-06,0.0002070922994825764,4.388396760318943e-05,3.533461534755853e-05,2.146599538105027e-06,2.1565081692568818e-05,6.045498983692894e-05
1,10000.0,False,2,23444_00000,2025-08-16_21-30-24,1755379824,8.939167499542236,17.85541319847107,35354,intrinsic-attention2,10.156.0.3,17.85541319847107,2,6.271526913629423,2.1310259762685748e-05,6.271130880389792,5.586591850859386,0.6795096043887497,0.0014433211401592416,0.08999999999999998,0.00035106799987261184,100.0,18.5,0.059994684099459336,5000.0,0.0001398530600258196,27.16809333212661,200.0,0.05337240086004387,-16.5,7.022943894570721e-05,50,10000.0,50.0,1.0,0.023462129951113506,27.16809333212661,50,872.9626518265252,1,0,0,0,0,0,99.95384615384616,67.07692307692308,5000.0,0.00016847990712662295,0.0005290877766399709,10000.0,10000.0,0.08999999999999998,5000.0,0.08999999999999998,5000.0,5100.0,17827,153000,306000,21060,0,42120,949872.2588099283,130924.77624315869,130871.21196414976,0.30148882,15.359492,1.0,17827,0.22442885,0.6905461,0.0069606782391,0.117307596,21060,0.0186069183019,0.17291063,-0.04182153,42120,0.00230571,2.0,0.08369763195514679,702.0,131012.86941259874,15.5,0.0003369860106795386,2.6171103293298255,0.05135543772001256,50,50,-1.5,0.00013754974555572728,27.168093332126602,2500,12500,50.0,27.168093332126602,50,-16.5,100,6.842223857869746e-05,2.0,0.5113712922997001,0.0001667579939902104,5000,0.0005310313108509784,-1.5,2500,-1.5,2500,5000,1.0663223298165687e-05,4.384399838728465e-05,2.642750320927783e-05,5.7711439409171455e-06,9.295182543033115e-06,5.220545473421242e-05,2.417986713833439e-06,3.9156718456471375e-05,6.93705837190221e-05,0.000238137312832095,2.246666112940413e-05,0.01210649968994403,0.10685296532998108,0.001215169288989273,0.3705933163207737,3.084388834395213e-05,0.00019862925884808646,0.019744758579963672,1.0026569543697405e-05,1.1205321379030085e-05,8.036630141476141e-06,4.58232669341921e-05,2.6650695118400903e-05,4.972661841059535e-06,0.0002480551077479323,4.851799845462463e-05,3.760184232581933e-05,2.3828661106149766e-06,2.528182258673519e-05,6.651566298133072e-05
1,-232500.0,False,3,23444_00000,2025-08-16_21-30-33,1755379833,9.05302381515503,26.9084370136261,35354,intrinsic-attention2,10.156.0.3,26.9084370136261,3,6.272548250493132,2.1262767164444087e-05,6.272149031395895,5.590444204110785,0.6766641461148638,0.0014420997787581654,0.039999999999999994,0.00035106799987261184,100.0,18.5,0.05805691134399464,5000.0,0.0001397235445967025,27.16809333212661,-4650.0,0.05498669385995528,-17.5,7.327098817638513e-05,50,-232500.0,50.0,2.0,0.030022106798973144,27.16809333212661,50,848.2077483906407,1,0,0,0,0,0,99.96923076923078,67.10000000000001,5000.0,0.00017796372937036343,0.0005464186953548897,-232500.0,-232500.0,0.039999999999999994,5000.0,0.039999999999999994,5000.0,5100.0,17827,153000,459000,21060,0,63180,948683.0363430391,130752.36978527346,130701.46825972249,0.30321816,15.80992,1.0,17827,0.3131554,0.6899559,0.0069606782391,0.07639179,21060,0.0186069183019,0.21487218,0.04529201,63180,0.0046506017,3.0,0.041848815977573395,702.0,130835.37056349218,15.5,0.0003356640405660073,2.617503670286525,0.05177414231000512,50,50,-0.7,0.00013681370479972922,27.168093332126602,2500,17500,50.0,27.168093332126602,50,-16.5,150,6.210001072450451e-05,3.0,0.5084692336567026,0.00016493275551441867,7500,0.0004556980492528661,-0.7,2500,-0.7,2500,7500,1.228105623364594e-05,4.4809242912919845e-05,2.661701049336368e-05,5.829692599185186e-06,1.1567723276883899e-05,5.490426317703277e-05,2.6011398514639185e-06,4.251460010675816e-05,7.098661208363637e-05,0.0002433411211552476,2.2769877001894634e-05,0.01209758483303849,0.10677503925667532,0.0012149271960974148,0.3678013823075638,3.137864945638285e-05,0.00019853882626448468,0.019722407224159723,1.0032573847638558e-05,9.371343007591694e-06,7.346443834614971e-06,3.99644029480339e-05,2.825097231109675e-05,4.416413317802618e-06,0.00020208945637265096,4.370906446278324e-05,3.665029350587595e-05,2.005211492333027e-06,2.0875173151651555e-05,6.283826954895787e-05
1,-475000.0,False,4,23444_00000,2025-08-16_21-30-42,1755379842,9.12485408782959,36.03329110145569,35354,intrinsic-attention2,10.156.0.3,36.03329110145569,4,6.271286491888197,2.1220999495781143e-05,6.270886853001944,5.591848320759679,0.6739896588837172,0.0014427491209664566,0.43,0.00035106799987261184,100.0,16.5,0.05666903868466951,5000.0,0.00017962602836597917,27.16809333212661,-9500.0,0.05284603900987348,-19.5,6.763986251145295e-05,50,-475000.0,50.0,3.0,0.03202622871593428,27.16809333212661,50,911.7118136140521,1,0,0,0,0,0,99.94615384615386,67.11538461538463,5000.0,0.00015912767098764808,0.0004952365620849128,-475000.0,-475000.0,0.43,5000.0,0.43,5000.0,5100.0,17827,153000,612000,21060,0,84240,943195.9553490315,129988.96172379635,129940.44622098311,0.29260057,10.572727,1.0,17827,0.24676572,0.67896104,0.0069606782391,0.32266542,21060,0.0186069183019,0.5501952,-0.011417463,84240,0.007645173,4.0,0.020924407988786697,702.0,130067.02872430105,16.5,0.000334345050170954,2.6208717451536607,0.054079621029904955,50,50,1.1,0.00014644283758723567,27.168093332126602,2500,22500,50.0,27.168093332126602,50,-16.5,200,7.217447249646383e-05,4.0,0.5054764570801465,0.00022730396397210663,10000,0.000589413275980601,1.1,2500,1.1,2500,10000,1.018519907692998e-05,4.1272578307009025e-05,2.5132786177995466e-05,5.216133464173119e-06,8.613718333487521e-06,4.692052308997733e-05,2.33294673441102e-06,3.8769887372309734e-05,6.385787548200877e-05,0.0002219170157256024,2.1652901909470673e-05,0.012105933914711453,0.10669901111410932,0.0012127294941276852,0.3649137991244969,3.1368702968200525e-05,0.0001984210079921213,0.01968877009191604,1.0046958110233388e-05,1.0718108444996675e-05,9.63463081185486e-06,5.765606136435239e-05,2.8232390949352373e-05,1.164556120981954e-05,0.0002568292380168857,5.736088423741877e-05,3.917504811905663e-05,2.5293750343816325e-06,2.3600420524040324e-05,8.957745836895564e-05
1,-717500.0,False,5,23444_00000,2025-08-16_21-30-51,1755379851,9.384475469589233,45.41776657104492,35354,intrinsic-attention2,10.156.0.3,45.41776657104492,5,6.273916156889314,2.114755951120387e-05,6.273515932641924,5.59725144174208,0.6711978417548858,0.001450174619768913,1.949999999999999,0.00035106799987261184,100.0,18.5,0.057578830198611666,5000.0,0.00015191105479667047,27.16809333212661,-14350.0,0.05641233282003665,-15.5,7.253586020492562e-05,50,-717500.0,50.0,4.0,0.034835313470231576,27.16809333212661,50,837.3921931257514,1,0,0,0,0,0,99.96153846153848,67.15384615384617,5000.0,0.0001819099365263849,0.0005538667214094272,-717500.0,-717500.0,1.949999999999999,5000.0,1.949999999999999,5000.0,5100.0,17827,153000,765000,21060,0,105300,938101.1900343414,129282.61404687725,129236.52986376696,0.28793132,9.240509,1.0,17827,0.2148966,0.6663233,0.0069606782391,0.13660182,21060,0.0186069183019,0.6689891,-0.03896696,105300,0.003908553,5.0,0.010462203994393349,702.0,129355.56839297377,16.5,0.00033303385966864047,2.6229100673121204,0.05558867305981039,50,50,1.9,0.00012545947295896994,27.168093332126602,2500,27500,50.0,27.168093332126602,50,-16.5,250,6.817215973622904e-05,5.0,0.5025230903893416,0.00015518711951579585,12500,0.0004910406452192538,1.9,2500,1.9,2500,12500,1.1180106009066903e-05,4.71030256429673e-05,2.743029609841708e-05,5.963200760508778e-06,1.0570329416082234e-05,5.3384499174643626e-05,2.98933569778785e-06,4.13849807373368e-05,7.320747967528812e-05,0.00024465377981507027,2.4795347582688897e-05,0.012110719855563678,0.10663549364297269,0.0012102471491733861,0.3620579442032493,3.134062594214822e-05,0.000198351827918985,0.019654020160999906,1.0026808516449998e-05,1.0531674635324103e-05,7.972338004304188e-06,4.169649107452761e-05,2.423772857622972e-05,4.819204837118989e-06,0.00022134122328593703,4.58794286535916e-05,3.757406635610623e-05,2.2098772753785878e-06,2.2322431023687215e-05,6.41418301036254e-05
1,-960000.0,False,6,23444_00000,2025-08-16_21-31-00,1755379860,8.71291971206665,54.13068628311157,35354,intrinsic-attention2,10.156.0.3,54.13068628311157,6,6.272470063170404,2.1070043918222893e-05,6.272069729435511,5.598728540484665,0.6682703662973436,0.001449269883573055,0.66,0.00035106799987261184,100.0,18.5,0.0558393271843927,5000.0,0.00012722418047887176,27.16809333212661,-19200.0,0.05006736017003277,-19.5,6.79164412582977e-05,50,-960000.0,50.0,5.0,0.034937231408484835,27.16809333212661,50,902.8777490011742,1,0,0,0,0,0,99.96666666666668,67.20833333333334,5000.0,0.00015996740511249177,0.0004976283757721085,-960000.0,-960000.0,0.66,5000.0,0.66,5000.0,5100.0,17827,153000,918000,21060,0,126360,935105.9502139294,128863.540954175,128819.52406503922,0.28583354,9.295462,1.0,17827,0.27962223,0.6600316,0.0069606782391,0.18155783,21060,0.0186069183019,0.71938443,0.027627286,126360,0.0033782367,6.0,0.005231101997196674,702.0,128931.96683199683,15.5,0.00033160287106266234,2.622186130389003,0.05164316971980952,50,50,2.3,0.00013029733962110986,27.168093332126602,2500,32500,50.0,27.168093332126602,50,-16.5,300,6.698362423375833e-05,6.0,0.4995432959054605,0.00015975955332525477,15000,0.0005023844239062606,2.3,2500,2.3,2500,15000,1.0106778023159339e-05,4.177643645841076e-05,2.4996892272955872e-05,5.19146147290531e-06,8.77378207234166e-06,4.690484977112225e-05,2.3471743293431967e-06,3.784903735869867e-05,6.582890049464415e-05,0.00022285547419182504,2.1989913426975783e-05,0.012114316097004705,0.10654703410655327,0.0012085585476860655,0.35921090450121973,3.1345879686994905e-05,0.00019829977963642956,0.019609272559398684,1.0024030423471228e-05,1.0556681245103286e-05,8.047980994336327e-06,4.220598605543395e-05,2.685998327839278e-05,4.914918964655608e-06,0.00022487724418966427,4.620138996510111e-05,3.5769380518872247e-05,2.283903713551452e-06,2.361145214556208e-05,6.475065816087715e-05
1,-1202500.0,False,7,23444_00000,2025-08-16_21-31-09,1755379869,9.103912115097046,63.23459839820862,35354,intrinsic-attention2,10.156.0.3,63.23459839820862,7,6.272707074618696,2.098692348497815e-05,6.27230596649116,5.601785718959819,0.6654360701143701,0.0014503708847463733,2.1999999999999993,0.00035106799987261184,100.0,17.5,0.057298462158323245,5000.0,0.00013884167183468384,27.16809333212661,-24050.0,0.05433660098995463,-13.5,7.09264624867745e-05,50,-1202500.0,50.0,6.0,0.03321446908462804,27.16809333212661,50,868.4592550581485,1,0,0,0,0,0,99.66923076923075,66.97692307692307,5000.0,0.00017514837613819513,0.0005377967548018945,-1202500.0,-1202500.0,2.1999999999999993,5000.0,2.1999999999999993,5000.0,5100.0,17827,153000,1071000,21060,0,147420,933701.740432201,128663.0825297051,128621.01767963554,0.27531072,8.171303,1.0,17827,0.1919662,0.6481237,0.0069606782391,0.090529025,21060,0.0186069183019,0.75942564,-0.050491087,147420,0.00077241234,7.0,0.002615550998598337,702.0,128727.2733611101,16.5,0.00033043017235461766,2.623798020795099,0.051373390619919516,50,50,2.7,0.00013650921396545065,27.168093332126602,2500,37500,50.0,27.168093332126602,50,-16.5,350,6.877259746399021e-05,7.0,0.49666932895639987,0.00016852950492295227,17500,0.0005123559347118547,2.7,2500,2.7,2500,17500,1.2335095616945684e-05,4.5073386870636946e-05,2.8519663029428296e-05,5.790633614098727e-06,9.187269977866306e-06,5.146491026713759e-05,2.5887485627560494e-06,3.989340223844894e-05,6.999742905520203e-05,0.0002405490067977284,2.248045760434217e-05,0.01212248813602722,0.10648866705548185,0.0012066929522085187,0.35642501507621555,3.13380908907959e-05,0.0001982381518434668,0.019574510473789653,1.0017530119247682e-05,1.0488541634640542e-05,8.647087287181515e-06,4.466581112086931e-05,2.6351478821673756e-05,5.398145790386762e-06,0.00022924552227506496,4.960323719613043e-05,3.814659346068667e-05,2.4728463913501034e-06,2.261941411898657e-05,6.63672755718975e-05
1,-1445000.0,False,8,23444_00000,2025-08-16_21-31-19,1755379879,10.022083044052124,73.25668144226074,35354,intrinsic-attention2,10.156.0.3,73.25668144226074,8,6.276411715322513,2.0918204262624293e-05,6.276010157006253,5.60548619376021,0.6654206067332347,0.0014594663759114502,0.9800000000000004,0.00035106799987261184,100.0,17.5,0.05679795431625207,5000.0,0.0001391130735342873,27.16809333212661,-28900.0,0.054979436409958,-19.5,7.860442583955517e-05,50,-1445000.0,50.0,7.0,0.033980119646134316,27.16809333212661,50,871.2462500922817,1,0,0,0,0,0,98.63571428571429,59.97857142857142,5000.0,0.00017867783993839623,0.000539413785606707,-1445000.0,-1445000.0,0.9800000000000004,5000.0,0.9800000000000004,5000.0,5100.0,17827,153000,1224000,21060,0,168480,932353.3162067655,128470.9651055355,128430.60986849859,0.27846545,7.650883,1.0,17827,0.23301207,0.64243007,0.0069606782391,0.13964471,21060,0.0186069183019,0.80588686,-0.012470757,168480,0.0027634352,8.0,0.0013077754992991686,702.0,128531.06097559995,16.5,0.00032910539063342237,2.6310535111671447,0.05894647779010484,50,50,1.9,0.00012560525146045574,27.168093332126602,2500,42500,50.0,27.168093332126602,50,-15.5,400,6.578491258624799e-05,8.0,0.49662251460683565,0.00016550654630301376,20000,0.00049641353070536,1.9,2500,1.9,2500,20000,1.1679872646933826e-05,4.3974358679104934e-05,2.771959598890788e-05,5.633614755798066e-06,1.3695426090628723e-05,5.703767352946377e-05,2.3244906999646204e-06,4.0884486803138006e-05,6.608418912325579e-05,0.0002417452401084425,2.607868104873616e-05,0.012109575374658699,0.10637883198492151,0.0012047165626859434,0.3565469040354489,3.1340429971773045e-05,0.00019821109032864924,0.019531849109057725,1.0003644819546056e-05,1.049007974531514e-05,8.048760882950626e-06,4.341873136658469e-05,2.588184792113954e-05,5.331570655011288e-06,0.00021932720335055627,4.851444166130038e-05,3.667312838524401e-05,2.374437240006375e-06,2.6395534321039302e-05,6.243887578305525e-05
1,-1687500.0,False,9,23444_00000,2025-08-16_21-31-28,1755379888,8.974721908569336,82.23140335083008,35354,intrinsic-attention2,10.156.0.3,82.23140335083008,9,6.275467213469297,2.0843952216418447e-05,6.2750644233462,5.607271831972604,0.6626667225959162,0.0014787023221434635,3.149999999999998,0.00035106799987261184,100.0,17.5,0.056577362289213756,5000.0,0.00013659244783404654,27.16809333212661,-33750.0,0.053044316779978534,-16.5,7.197698618517236e-05,50,-1687500.0,50.0,8.0,0.0396928689480648,27.16809333212661,50,873.2572833653073,1,0,0,0,0,0,99.40000000000002,59.15833333333333,5000.0,0.00017048420038530583,0.0005266252681922521,-1687500.0,-1687500.0,3.149999999999998,5000.0,3.149999999999998,5000.0,5100.0,17827,153000,1377000,21060,0,189540,930351.3312320084,128188.70508313188,128149.8776082084,0.27191433,7.2377276,1.0,17827,0.21471845,0.6375126,0.0069606782391,0.10893482,21060,0.0186069183019,0.8341567,-0.024795787,189540,0.0025611501,9.0,0.0006538877496495843,702.0,128245.76064320607,16.5,0.00032768094672752196,2.632395568425487,0.05871739703008643,50,50,2.5,0.0001333177602562753,27.168093332126602,2500,47500,50.0,27.168093332126602,50,-15.5,450,6.816033856011335e-05,9.0,0.4937743644107618,0.00016428984708471964,22500,0.0005029639513682713,2.5,2500,2.5,2500,22500,1.0604722289389722e-05,4.456204410611648e-05,2.6399447396589034e-05,5.461391242855696e-06,9.02978274075544e-06,5.097879621025313e-05,2.5108521994624354e-06,4.01101842486113e-05,7.002707888541612e-05,0.0002353506358667178,2.2739270429101056e-05,0.012141157010908937,0.10633019226507182,0.0012033617570514743,0.3537549743650967,3.131869565707282e-05,0.0001983027094363968,0.0194947488679659,1.000186835994074e-05,1.045034614741904e-05,8.345867563579718e-06,4.295121746019222e-05,2.595910576419872e-05,5.707241752379768e-06,0.00022489802837597224,4.7136201383837466e-05,3.748742330776382e-05,2.4525070065224313e-06,2.3181388373987037e-05,6.67369145607663e-05
1,-1930000.0,False,10,23444_00000,2025-08-16_21-31-37,1755379897,9.18397307395935,91.41537642478943,35354,intrinsic-attention2,10.156.0.3,91.41537642478943,10,6.277892533664618,2.0772132695539602e-05,6.277489648002739,5.609149527312878,0.6631961790499723,0.0014902614589154379,2.3000000000000007,0.00035106799987261184,100.0,17.5,0.056142882650195375,5000.0,0.00013788602558406193,27.16809333212661,-38600.0,0.05318216396995921,-18.5,6.921296484263168e-05,50,-1930000.0,50.0,9.0,0.0363304745286801,27.16809333212661,50,861.6520197658755,1,0,0,0,0,0,99.88461538461539,62.423076923076934,5000.0,0.00017229275441629628,0.000527162305594,-1930000.0,-1930000.0,2.3000000000000007,5000.0,2.3000000000000007,5000.0,5100.0,17827,153000,1530000,21060,0,210600,926191.4949755665,127610.51591709084,127573.12504606438,0.26532376,6.232249,1.0,17827,0.262007,0.5971838,0.0069606782391,0.2548368,21060,0.0186069183019,0.87314343,0.027834706,210600,0.005591364,10.0,0.00032694387482479215,702.0,127664.13612604604,16.5,0.00032628427726766205,2.632507177321238,0.05203219707000244,50,50,4.1,0.00012180610072256704,27.168093332126602,2500,52500,50.0,27.168093332126602,50,-15.5,500,6.32081264407878e-05,10.0,0.4941407269466464,0.00015407071172626985,25000,0.00047990457396424063,4.1,2500,4.1,2500,25000,1.0585920963584385e-05,4.369064418073319e-05,2.6068659896073872e-05,5.815704068184518e-06,9.795189477626606e-06,5.3453580703608895e-05,2.63658755028403e-06,3.957389880133487e-05,6.960248810963518e-05,0.00023073577885739837,2.2823204805693958e-05,0.012157203740814106,0.10634418008242674,0.001203864159484568,0.35412939663143733,3.129979870328678e-05,0.0001982543723500892,0.019457002969277257,9.992229675506056e-06,9.53102110781977e-06,7.4842073647056906e-06,4.3786354018642794e-05,2.361230425528368e-05,4.67761440810097e-06,0.00022673921771634384,4.382207399434846e-05,3.4341180677009156e-05,2.1134566042840177e-06,2.0722558088885827e-05,6.155964459889478e-05
