num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/sample,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_duration_sec_mean,env_runners/num_episodes,env_runners/weights_seq_no,env_runners/rlmodule_inference_timer,env_runners/episode_len_max,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/num_env_steps_sampled,env_runners/num_episodes_lifetime,env_runners/episode_len_min,env_runners/episode_return_mean,env_runners/env_reset_timer,env_runners/env_step_timer,env_runners/num_env_steps_sampled_lifetime_throughput,evaluation/num_healthy_workers,evaluation/actor_manager_num_outstanding_async_reqs,evaluation/num_remote_worker_restarts,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_agent_steps_sampled/default_agent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_episode_return_mean/default_policy,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/agent_episode_return_mean/default_agent,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/mean_kl_loss,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/entropy,learners/default_policy/num_module_steps_trained,learners/default_policy/num_trainable_parameters,learners/default_policy/curr_entropy_coeff,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/vf_explained_var,learners/default_policy/policy_loss,learners/default_policy/vf_loss_unclipped,learners/default_policy/module_train_batch_size_mean,learners/default_policy/vf_loss,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/total_loss,learners/default_policy/curr_kl_coeff,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/weights_seq_no,learners/default_policy/num_module_steps_trained_lifetime_throughput,evaluation/env_runners/episode_return_min,evaluation/env_runners/env_step_timer,evaluation/env_runners/env_reset_timer,evaluation/env_runners/episode_duration_sec_mean,evaluation/env_runners/num_env_steps_sampled,evaluation/env_runners/episode_len_min,evaluation/env_runners/num_episodes_lifetime,evaluation/env_runners/rlmodule_inference_timer,evaluation/env_runners/episode_len_max,evaluation/env_runners/num_env_steps_sampled_lifetime,evaluation/env_runners/num_episodes,evaluation/env_runners/weights_seq_no,evaluation/env_runners/env_to_module_sum_episodes_length_out,evaluation/env_runners/episode_len_mean,evaluation/env_runners/episode_return_mean,evaluation/env_runners/sample,evaluation/env_runners/env_to_module_sum_episodes_length_in,evaluation/env_runners/episode_return_max,learners/__all_modules__/learner_connector/connector_pipeline_timer,evaluation/env_runners/env_to_module_connector/connector_pipeline_timer,evaluation/env_runners/module_to_env_connector/connector_pipeline_timer,evaluation/env_runners/num_module_steps_sampled_lifetime/default_policy,evaluation/env_runners/num_agent_steps_sampled/default_agent,evaluation/env_runners/module_episode_return_mean/default_policy,evaluation/env_runners/agent_episode_return_mean/default_agent,evaluation/env_runners/num_agent_steps_sampled_lifetime/default_agent,evaluation/env_runners/num_module_steps_sampled/default_policy,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,evaluation/env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,evaluation/env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,evaluation/env_runners/env_to_module_connector/timers/connectors/batch_individual_items,evaluation/env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,evaluation/env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,evaluation/env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/get_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env
1,5000,False,1,c9d03_00000,2025-08-17_14-30-39,1755441039,6.196238040924072,6.196238040924072,407774,intrinsic-attention2,10.156.0.3,6.196238040924072,1,3.644377237011213,1.570500899106264e-05,3.644179481998435,3.3700889169995207,0.2721849779918557,0.0010772309906315058,3.3632306729996344,27.168093332126602,0.03233445688994834,100,0.0,7.65798156388729e-05,50,22.5,-19.5,27.168093332126602,5000,50.0,5000,100,50,0.22,0.000254087004577741,4.519243531008426e-05,1484.1530431487558,1,0,0,0,0,0,59.199999999999996,52.8,5000,0.00031564170274696877,5000,5000,0.00010587408515236072,0.22,5000,0.22,214200,5100,20748,20748,5000,0,22337,214200,1413641.4281557752,137023.84233109516,137011.89227315114,0.0013442674,0.000631317558363,0.6924924,20748,22337,0.0034828119666,0.12766147,0.0077153444,-0.012830154,45.330715,494.0,0.44674376,20748,0.29550445,0.16281382739543915,1.0,1.0,137084.17400254039,-17.5,6.487568131259402e-05,0.0017336059972876683,0.048672573179646864,2500,50,50,0.00012153395461840485,50,7500,50,1.0,27.168093331925355,50.0,-0.2,2.532213384998613,27.168093331925355,18.5,0.11593562499911059,0.00016386474606160383,0.00047287155362537876,2500,2500,-0.2,-0.2,2500,2500,3.9374733754690586e-05,0.0001399463080773069,3.096876628509312e-05,2.6292991396741246e-05,1.4363446034708538e-05,1.5283295450178385e-06,7.318281365577417e-06,1.7165115854253585e-05,5.089988846498637e-06,3.365210025651571e-06,2.7921713708117287e-05,0.007498328006477095,0.052920125002856366,0.04273575100523885,0.0008339439955307171,2.575998951215297e-05,6.691989256069064e-06,0.011479786000563763,0.000158524009748362,1.077492102616081e-05,4.0368414295906775e-05,7.910904364160227e-06,2.592765373143849e-05,5.231125325764913e-06,2.1234296136423628e-05,3.6809345187018684e-05,6.125094934732432e-05,2.3665645203745397e-06,0.0002057609245536901,4.615688224863745e-05
1,10000,False,2,c9d03_00000,2025-08-17_14-30-45,1755441045,5.669284105300903,11.865522146224976,407774,intrinsic-attention2,10.156.0.3,11.865522146224976,2,3.6474960421009746,1.5709938888903708e-05,3.647297311078437,3.3709872052495484,0.27440498776195454,0.001076961100770859,3.3641399056397496,27.168093332126602,0.03324161216063658,100,1.0,8.097481627720097e-05,50,16.5,-17.5,27.168093332126602,10000,50.0,5000,200,50,0.23,0.000254087004577741,4.810428389530301e-05,1482.424551493667,1,0,0,0,0,0,66.6625,52.8,5000,0.00033056604664128753,5000,10000,0.00010851212746506241,0.23,10000,0.23,428400,5100.0,41496,20748,5000.0,0,22337,214200,1412959.9130560413,136953.1619745204,136941.8456591767,6.581318e-05,0.000631317558363,0.6919241,20748,22337,0.0034828119666,0.28124902,0.0076245666,0.018848248,53.96612,494.0,0.44526476,41496,0.3257305,0.08140691369771957,1.0,2.0,137010.0871864924,-17.5,4.7373705675137264e-05,0.0017180835772887804,0.040665713919734114,2500,50,100,7.99233020801984e-05,50,12500,50,2.0,27.168093332126602,50.0,0.6,2.5238666889486194,27.168093332126602,18.5,0.11813928126910468,0.00010884332277447463,0.0003261889667262016,5000,2500,0.6,0.6,5000,2500,4.203977798614625e-05,0.00014908732556587494,3.215342434244245e-05,2.7148547259045994e-05,1.426589473386056e-05,1.6280946744017815e-06,7.669018841182631e-06,1.717037240639342e-05,5.340046967399077e-06,3.475898837801727e-06,2.9356115621314306e-05,0.007493584596522851,0.05293350508291041,0.04494736068518251,0.00083342916550464,2.5763309677131473e-05,6.706509302603081e-06,0.01146352578056394,0.00015852476964937524,7.647858689912605e-06,2.8357139218935435e-05,5.4776546560484045e-06,1.720050693179882e-05,3.524765300534786e-06,1.4612111069443378e-05,2.646291571386588e-05,4.109118453760109e-05,1.5791768911279968e-06,0.00014423958944585245,3.186511404465861e-05
1,15000,False,3,c9d03_00000,2025-08-17_14-30-52,1755441052,7.135658264160156,19.001180410385132,407774,intrinsic-attention2,10.156.0.3,19.001180410385132,3,3.6618454787800423,1.572248951124493e-05,3.6616448656575913,3.385001109187069,0.27473427520442784,0.001079095119739941,3.3781661808632983,27.168093332126602,0.04583459358997061,100,2.0,8.622570906585088e-05,50,16.5,-16.5,27.168093332126602,15000,50.0,5000,300,50,1.19,0.000254087004577741,4.998900040449887e-05,1478.9443251542916,1,0,0,0,0,0,66.1,52.69,5000,0.00034638930228050706,5000,15000,0.00011319455486406362,1.19,15000,1.19,642600,5100.0,62244,20748,5000.0,0,22337,214200,1397909.3244784472,135491.56167852168,135480.51928796794,0.0046341876,0.000631317558363,0.688503,20748,22337,0.0034828119666,0.65127206,-0.0019004345,0.11266223,78.32214,494.0,0.43517542,62244,0.41291484,0.04070345684885979,1.0,3.0,135545.31155970908,-17.5,4.7515022137702385e-05,0.0017028775115002644,0.03592554199887672,2500,50,150,8.156079009104206e-05,50,17500,50,3.0,27.168093332126602,50.0,0.4,2.518992896789136,27.168093332126602,18.5,0.11811961120638007,0.0001099707733893664,0.0003318457693399117,7500,2500,0.4,0.4,7500,2500,4.436451246467172e-05,0.00015775329355347933,3.326801071318203e-05,2.8257173532144536e-05,1.478887623499284e-05,1.7280039734279241e-06,7.88215177133043e-06,1.8064055056942805e-05,5.582593769916356e-06,3.695566487087569e-06,3.0926433768805876e-05,0.007489819570568216,0.05294062058207055,0.04493131404830638,0.000831110883715155,2.573954666731879e-05,6.697724193509202e-06,0.011458690042754459,0.00015869115199602674,7.710640412673223e-06,2.8936314544342848e-05,5.505523826768301e-06,1.7546326342248605e-05,3.4661954220630862e-06,1.4553945215381984e-05,2.6250688266217695e-05,4.183456973948275e-05,1.8178576569172218e-06,0.00014885206399460182,3.2226140960964004e-05
1,20000,False,4,c9d03_00000,2025-08-17_14-30-58,1755441058,5.912652015686035,24.913832426071167,407774,intrinsic-attention2,10.156.0.3,24.913832426071167,4,3.6661434577723173,1.576253474454279e-05,3.6659412035210726,3.389226705545208,0.27480580136249155,0.001078301228512006,3.3824067311647465,27.168093332126602,0.03658426437075832,100,3.0,8.317312203430252e-05,50,17.5,-20.5,27.168093332126602,20000,50.0,5000,400,50,-1.99,0.000254087004577741,4.881570735174563e-05,1474.1236362889736,1,0,0,0,0,0,68.57777777777778,51.48888888888889,5000,0.00033732153407360524,5000,20000,0.00010870833838942708,-1.99,20000,-1.99,856800,5100.0,82992,20748,5000.0,0,22337,214200,1395838.735488899,135286.83096012147,135276.26231742365,0.0025556984,0.000631317558363,0.6924766,20748,22337,0.0034828119666,0.1810676,-0.0065511465,0.0050924374,97.042465,494.0,0.41928482,82992,0.29402032,0.020351728424429893,1.0,4.0,135337.30358220724,-17.5,4.685518169519027e-05,0.0016878469762805907,0.03698284418904223,2500,50,200,7.892461224398872e-05,50,22500,50,4.0,27.168093332126602,50.0,-0.4,2.5118644207711593,27.168093332126602,18.5,0.11818734492435146,0.00010717943135131263,0.00032325399508943833,10000,2500,-0.4,-0.4,10000,2500,4.287687816409729e-05,0.0001535541034479912,3.243277531787181e-05,2.7473240524911663e-05,1.4632328139612646e-05,1.6367352428408842e-06,7.598126600585866e-06,1.7626679224948774e-05,5.243234036169696e-06,3.48324574479224e-06,2.9628734256323828e-05,0.00748975686494865,0.0529562349763613,0.044987278887796786,0.0008305132949043036,2.579366128507536e-05,6.709536986905731e-06,0.01145478876234729,0.0001588501604931953,7.598960617371428e-06,2.8319486806845856e-05,5.341986479129528e-06,1.715510023728582e-05,3.3502211716228737e-06,1.4147020106876883e-05,2.58840630025539e-05,4.118738969442204e-05,1.5611094304963095e-06,0.00014331838300154235,3.1418215888517014e-05
1,25000,False,5,c9d03_00000,2025-08-17_14-31-05,1755441065,6.802878379821777,31.716710805892944,407774,intrinsic-attention2,10.156.0.3,31.716710805892944,5,3.6736839793145353,1.5730699499271867e-05,3.673480171985882,3.3924303686897677,0.2791374300589246,0.0010801905062582185,3.3855966728930937,27.168093332126602,0.03557739860989386,100,4.0,0.00012339837197599155,50,18.5,-16.5,27.168093332126602,25000,50.0,5000,500,50,0.21,0.000254087004577741,6.634592736740587e-05,1468.2302854224579,1,0,0,0,0,0,67.12222222222222,50.67777777777778,5000,0.0004774486672838434,5000,25000,0.00015867276450703879,0.21,25000,0.21,1071000,5100.0,103740,20748,5000.0,0,22337,214200,1377478.4624930692,133505.33993811984,133495.2040004571,0.0043818904,0.000631317558363,0.6884736,20748,22337,0.0034828119666,0.8138345,-0.011970997,0.07726012,86.79575,494.0,0.42099255,103740,0.3673733,0.010175864212214947,1.0,5.0,133552.73029580436,-17.5,6.82589999430334e-05,0.0016728067965630555,0.04012905572075397,2500,50,250,0.00013754929129476491,50,27500,50,5.0,27.168093332126602,50.0,-0.2,2.510383891593492,27.168093332126602,18.5,0.1218501001750467,0.00017033552805676078,0.0005104697237866064,12500,2500,-0.2,-0.2,12500,2500,6.185571900103456e-05,0.00021115279874825776,4.6671700647883354e-05,3.732708510022772e-05,2.1320374885963333e-05,2.364038378496582e-06,1.0362757220307765e-05,2.496971668862268e-05,7.91859491268161e-06,5.1761952950740875e-06,4.12329480923592e-05,0.007527713856437821,0.05338073774661997,0.04813194991884573,0.0008333346919627198,2.5823444703562416e-05,6.713211509809333e-06,0.011505844134826033,0.00015916702889716224,1.0740935699638315e-05,4.2737876570915654e-05,8.967647222408792e-06,2.5715730848076926e-05,5.900093000304134e-06,2.2635749758651674e-05,3.799717414246276e-05,6.705263747872722e-05,2.532512682589544e-06,0.00022513033493139038,5.0031218706413354e-05
1,30000,False,6,c9d03_00000,2025-08-17_14-31-13,1755441073,7.826308012008667,39.54301881790161,407774,intrinsic-attention2,10.156.0.3,39.54301881790161,6,3.690023187901416,1.572947256352065e-05,3.689817218725972,3.407335986282846,0.28056424013819614,0.001082098281208995,3.400487978754134,27.168093332126602,0.046849593989754794,100,5.0,0.00011957530523178832,50,21.5,-19.5,27.168093332126602,30000,50.0,5000,600,50,-0.67,0.000254087004577741,6.411033391059459e-05,1460.8029646799916,1,0,0,0,0,0,66.87499999999999,49.85833333333333,5000,0.0004636959048511704,5000,30000,0.00015390182474192557,-0.67,30000,-0.67,1285200,5100.0,124488,20748,5000.0,0,22337,214200,1358443.0626829406,131657.9174341456,131648.12490020454,0.00057110196,0.000631317558363,0.6861306,20748,22337,0.0034828119666,0.06991416,0.01676029,-0.036300406,82.40891,494.0,0.40069982,124488,0.23964226,0.005087932106107473,1.0,6.0,131702.6170943554,-19.5,6.495106366518529e-05,0.001658185888559604,0.046805930371483555,2500,50,300,0.00012113412552426825,50,32500,50,6.0,27.168093332126602,50.0,-1.2,2.510279311947528,27.168093332126602,14.5,0.1226390213833046,0.00016210905772141358,0.0004786018651121443,15000,2500,-1.2,-1.2,15000,2500,6.035331828061957e-05,0.00020450529009557832,4.578486634699546e-05,3.646319415139705e-05,2.1150201071478897e-05,2.3275880933744774e-06,9.928747604048794e-06,2.4518025654019075e-05,7.731845063787504e-06,5.1221308011373674e-06,3.9879275561039274e-05,0.007569921437977118,0.053812858469203265,0.04840164682972495,0.0008345808450810365,2.586080025465841e-05,6.7289994091038235e-06,0.011547640853498995,0.00015945889856145969,1.0484673624866159e-05,4.0513431609759085e-05,7.993397161065533e-06,2.477772520292911e-05,5.6319989886826516e-06,2.149131012075266e-05,3.710628378490601e-05,6.144620123589273e-05,2.3758702088562765e-06,0.00020408284543931517,4.654659765078897e-05
1,35000,False,7,c9d03_00000,2025-08-17_14-31-19,1755441079,6.262128829956055,45.805147647857666,407774,intrinsic-attention2,10.156.0.3,45.805147647857666,7,3.6976148731323915,1.5695337826901576e-05,3.6974076551887025,3.4132331614500235,0.28225251421694675,0.0010847106183790463,3.4063618299666554,27.168093332126602,0.038358116371091454,100,6.0,0.00013449588272594916,50,18.5,-17.5,27.168093332126602,35000,50.0,5000,700,50,-0.93,0.000254087004577741,6.739913383415254e-05,1452.2432198283364,1,0,0,0,0,0,66.3875,48.837500000000006,5000,0.0005044713892396356,5000,35000,0.00016954198577466672,-0.93,35000,-0.93,1499400,5100.0,145236,20748,5000.0,0,22337,214200,1337032.8561062803,129580.44293857193,129571.03755760314,0.0017200555,0.000631317558363,0.68807244,20748,22337,0.0034828119666,0.24991614,0.0055292845,-0.019913679,91.38645,494.0,0.40320504,145236,0.25776526,0.0025439660530537367,1.0,7.0,129622.53791322485,-19.5,4.764268499423125e-05,0.0016434935095735541,0.041336296070367096,2500,50,350,8.294951433952822e-05,50,37500,50,7.0,27.168093332126602,50.0,-0.8,2.5031390422281086,27.168093332126602,18.5,0.12361456924957819,0.00010970245434841905,0.000335429373723275,17500,2500,-0.8,-0.8,17500,2500,6.628118651684102e-05,0.0002203401880632938,4.9818042007147804e-05,3.85533690262704e-05,2.2532187920197294e-05,2.550299560798654e-06,1.0297798266684059e-05,2.6169344844747243e-05,8.82089971599407e-06,5.845332632920142e-06,4.187235197917861e-05,0.007627321293678136,0.0543277137245656,0.04874476486156895,0.0008390555166723633,2.5867782167327795e-05,6.748159433001467e-06,0.011601586284928349,0.00016000137969010377,7.738546034651201e-06,2.8891068983621016e-05,5.581435094898135e-06,1.745954339724103e-05,3.500392571661722e-06,1.4648966585059616e-05,2.7037549639204107e-05,4.299358151739471e-05,1.6751049016601692e-06,0.0001493150374208162,3.286509108827773e-05
1,40000,False,8,c9d03_00000,2025-08-17_14-31-27,1755441087,7.835634231567383,53.64078187942505,407774,intrinsic-attention2,10.156.0.3,53.64078187942505,8,3.7138174951210368,1.569124446007233e-05,3.7136082432668753,3.4282879861755724,0.2833940963447806,0.0010870236121109504,3.4214315879370263,27.168093332126602,0.0473688554794353,100,7.0,7.805158175611861e-05,50,17.5,-16.5,27.168093332126602,40000,50.0,5000,800,50,0.56,0.000254087004577741,4.603894017203234e-05,1442.6209040634214,1,0,0,0,0,0,66.47500000000001,49.050000000000004,5000,0.00032153723086742776,5000,40000,0.00010524506088799157,0.56,40000,0.56,1713600,5100.0,165984,20748,5000.0,0,22337,214200,1317225.4178979916,127658.4348296063,127649.37297210445,0.003307352,0.000631317558363,0.6888265,20748,22337,0.0034828119666,0.7817617,0.0057235956,-0.063506715,80.32771,494.0,0.39698306,165984,0.20984751,0.0012719830265268683,1.0,8.0,127698.1529884253,-16.5,6.659752469021112e-05,0.0016293626745309707,0.041297905879473545,2500,50,400,0.00012228723123962633,50,42500,50,8.0,27.168093332126602,50.0,2.2,2.503096201635696,27.168093332126602,18.5,0.12403627017715595,0.00016143810008367553,0.0004670978421104482,20000,2500,2.2,2.2,20000,2500,4.1062030869363564e-05,0.00014450894433934834,3.083442604312181e-05,2.6602287414225873e-05,1.3885644590112845e-05,1.586418827741358e-06,7.350972559038134e-06,1.687540631028313e-05,5.210469457776572e-06,3.3893832658588803e-06,2.7995200508447796e-05,0.007620378840757228,0.054439993407449226,0.04901143123304521,0.0008367861914680855,2.5870534450383307e-05,6.759307802935561e-06,0.011652000582103967,0.00016026171591436385,1.0153316709294643e-05,4.024089904733191e-05,9.160076012078756e-06,2.6850723678761358e-05,5.195806201221579e-06,2.1111498029043287e-05,3.74092454035026e-05,6.0216588509876005e-05,2.3069531763491593e-06,0.0002011580046634228,4.543587928263814e-05
1,45000,False,9,c9d03_00000,2025-08-17_14-31-34,1755441094,6.84362006187439,60.48440194129944,407774,intrinsic-attention2,10.156.0.3,60.48440194129944,9,3.7263865939798806,1.5662551996450942e-05,3.726176120304123,3.440987944463814,0.28326262979122174,0.0010861279159973744,3.434147205797686,27.168093332126602,0.045155827291018795,100,8.0,7.664103083158513e-05,50,17.5,-19.5,27.168093332126602,45000,50.0,5000,900,50,0.23,0.000254087004577741,4.541714649759121e-05,1431.9653393866718,1,0,0,0,0,0,66.64444444444445,49.75555555555556,5000,0.00031503745831571226,5000,45000,0.00010535245767932194,0.23,45000,0.23,1927800,5100.0,186732,20748,5000.0,0,22337,214200,1319278.324243743,127854.30264396149,127845.45665924976,0.00115782,0.000631317558363,0.6874283,20748,22337,0.0034828119666,0.13762434,-0.013010502,0.024678012,83.348946,494.0,0.40650088,186732,0.30464122,0.0006359915132634342,1.0,9.0,127891.5671736838,-19.5,4.6953842293421557e-05,0.0016145305078370206,0.04190365045011277,2500,50,450,8.110189933565306e-05,50,47500,50,9.0,27.168093332126602,50.0,0.8,2.4966520959494147,27.168093332126602,18.5,0.12396150441535699,0.00010816382239237405,0.00032847724345713984,22500,2500,0.8,0.8,22500,2500,3.997940511474405e-05,0.00014010710518892345,3.0493452555982405e-05,2.604759352373926e-05,1.3708567084573977e-05,1.5834158234597867e-06,7.371877443617763e-06,1.690399265526e-05,5.341304249418321e-06,3.4708483915489267e-06,2.7639245837976082e-05,0.007611812512364905,0.054444994583267375,0.048946765550690774,0.0008363103295475763,2.581783911457594e-05,6.7519247293550965e-06,0.011645992296259712,0.0001601860887001979,7.561226405219298e-06,2.8431257774146622e-05,5.356669863606862e-06,1.7348377511974366e-05,3.429150514282017e-06,1.430912873344736e-05,2.674669188497406e-05,4.1427397257970526e-05,1.5613892721645995e-06,0.0001467925330315144,3.166360470379894e-05
1,50000,False,10,c9d03_00000,2025-08-17_14-31-40,1755441100,6.396043539047241,66.88044548034668,407774,intrinsic-attention2,10.156.0.3,66.88044548034668,10,3.730389299890074,1.563109652155306e-05,3.7301776362910912,3.445036506809311,0.2832161891033303,0.001085626566857459,3.4382104146495887,27.168093332126602,0.036959854180604455,100,9.0,7.938162178030646e-05,50,17.5,-15.5,27.168093332126602,50000,50.0,5000,1000,50,2.9,0.000254087004577741,4.788700189487883e-05,1420.8487492888078,1,0,0,0,0,0,66.25999999999999,49.75,5000,0.00032569694270644735,5000,50000,0.00010800608001030408,2.9,50000,2.9,2142000,5100.0,207480,20748,5000.0,0,22337,214200,1323130.0727466089,128224.30989617447,128215.75758124414,0.001121258,0.000631317558363,0.68641824,20748,22337,0.0034828119666,0.24065919,-0.022157788,-0.004811903,56.29852,494.0,0.40359682,207480,0.27313688,0.0003179957566317171,1.0,10.0,128259.11292470663,-19.5,4.459364719017843e-05,0.0016005248527819597,0.03958636091003427,2500,50,500,7.642704378652522e-05,50,52500,50,10.0,27.168093332126602,50.0,-0.8,2.494232189089913,27.168093332126602,14.5,0.12395348979119995,0.00010492198844789505,0.00031298298731853883,25000,2500,-0.8,-0.8,25000,2500,4.147295347406095e-05,0.00014492333539491378,3.181521415713777e-05,2.725836742257615e-05,1.4187480117126763e-05,1.6577396029315174e-06,7.49891408904986e-06,1.7401668919951058e-05,5.391168764895917e-06,3.4931871484601107e-06,2.8769810753023557e-05,0.007604693327210134,0.05451180037751217,0.04888529252519234,0.0008352227563310146,2.578482076152887e-05,6.747035470012914e-06,0.011640435723293192,0.00016030577788341091,7.44432708448805e-06,2.737670755162425e-05,5.205437048016397e-06,1.6616482440640275e-05,3.3920757446914578e-06,1.3778485143484584e-05,2.571222588606159e-05,3.9217848841198104e-05,1.5639499170871987e-06,0.00013754361043214194,3.0761379155505975e-05
