num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/num_episodes_lifetime,env_runners/num_env_steps_sampled_lifetime,env_runners/rlmodule_inference_timer,env_runners/env_reset_timer,env_runners/episode_return_max,env_runners/sample,env_runners/num_episodes,env_runners/episode_duration_sec_mean,env_runners/env_step_timer,env_runners/weights_seq_no,env_runners/num_env_steps_sampled,env_runners/episode_len_max,env_runners/episode_return_mean,env_runners/env_to_module_sum_episodes_length_in,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_return_min,env_runners/num_env_steps_sampled_lifetime_throughput,evaluation/num_healthy_workers,evaluation/actor_manager_num_outstanding_async_reqs,evaluation/num_remote_worker_restarts,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/module_episode_return_mean/default_policy,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_module_steps_sampled/default_policy,env_runners/agent_episode_return_mean/default_agent,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_agent_steps_sampled_lifetime/default_agent,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/num_trainable_parameters,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/vf_loss_unclipped,learners/default_policy/curr_entropy_coeff,learners/default_policy/module_train_batch_size_mean,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/policy_loss,learners/default_policy/num_module_steps_trained,learners/default_policy/total_loss,learners/default_policy/curr_kl_coeff,learners/default_policy/weights_seq_no,learners/default_policy/mean_kl_loss,learners/default_policy/entropy,learners/default_policy/vf_explained_var,learners/default_policy/vf_loss,learners/default_policy/num_module_steps_trained_lifetime_throughput,evaluation/env_runners/num_episodes_lifetime,evaluation/env_runners/env_reset_timer,evaluation/env_runners/sample,evaluation/env_runners/episode_len_max,evaluation/env_runners/episode_len_mean,evaluation/env_runners/episode_return_min,evaluation/env_runners/episode_len_min,evaluation/env_runners/num_env_steps_sampled_lifetime,evaluation/env_runners/rlmodule_inference_timer,evaluation/env_runners/episode_return_max,evaluation/env_runners/episode_duration_sec_mean,evaluation/env_runners/env_step_timer,evaluation/env_runners/episode_return_mean,evaluation/env_runners/env_to_module_sum_episodes_length_in,evaluation/env_runners/weights_seq_no,evaluation/env_runners/num_env_steps_sampled,evaluation/env_runners/num_episodes,evaluation/env_runners/env_to_module_sum_episodes_length_out,learners/__all_modules__/learner_connector/connector_pipeline_timer,evaluation/env_runners/module_to_env_connector/connector_pipeline_timer,evaluation/env_runners/num_agent_steps_sampled_lifetime/default_agent,evaluation/env_runners/env_to_module_connector/connector_pipeline_timer,evaluation/env_runners/module_episode_return_mean/default_policy,evaluation/env_runners/num_module_steps_sampled_lifetime/default_policy,evaluation/env_runners/num_agent_steps_sampled/default_agent,evaluation/env_runners/num_module_steps_sampled/default_policy,evaluation/env_runners/agent_episode_return_mean/default_agent,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/get_actions,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,evaluation/env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,evaluation/env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,evaluation/env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,evaluation/env_runners/module_to_env_connector/timers/connectors/get_actions,evaluation/env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,evaluation/env_runners/env_to_module_connector/timers/connectors/batch_individual_items,evaluation/env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,evaluation/env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,evaluation/env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch
1,5000,False,1,851be_00000,2025-08-17_17-02-08,1755450128,7.358954668045044,7.358954668045044,536709,intrinsic-attention2,10.156.0.3,7.358954668045044,1,7.166575395996915,1.7341997590847313e-05,7.166337590999319,5.996738478992484,1.1566474519931944,0.0014007919962750748,2.0,2,2500,5000,0.00013257137494951618,0.0002847419964382425,10.5,5.866438673998346,2500,0.0020007726596668364,6.234115579549278e-05,0.0,5000,2,1.04,1.0067001111073661,1.0067001111073661,-10.5,851.4131588814089,1,0,0,0,0,0,53.19090909090908,69.99090909090908,0.00016218673654919767,0.0004984292803295426,1.04,5000,5000,1.04,5000,5000,442500,13492,0,442500,30385,30385,7500,5000,1476195.7365927428,101404.18100246035,101386.79464961302,1.0,0.0027541439213,13492,0.56295717,94.81721,0.0018408992081,515.0,30385,-0.10042543,30385,0.1650017,0.5939851999282837,1.0,0.014997019,0.6809339,0.0016649961,0.37212294,101423.97372701074,50,0.001856622999184765,0.16944069199962541,2,2.0,-10.5,2,5100,0.00021400324634266815,10.5,0.0020534005996887573,8.420271431997874e-05,0.84,0.7837645722890833,1.0,100,50,0.7837645722890833,0.8495657999883406,0.0007567528663093175,100,0.00024609358303629894,0.84,100,100,100,0.84,5.219800928204031e-06,1.0392740429174455e-05,4.252810734452505e-05,8.382491517882742e-06,2.534690914191698e-05,2.1990578110518523e-05,3.786111441034651e-05,6.550964064966838e-05,4.770566396165769e-05,2.5338982459397863e-06,0.00022059896611850295,0.025137096003163606,0.17217155700200237,0.00020866599516011775,0.1999591589992633,2.994999522343278e-05,1.0875010048039258e-05,0.4258466450119158,0.024940518007497303,2.4780059288785243e-05,0.0001092414869825729,9.496185022648338e-05,5.297233425771821e-05,0.000347905674473696,2.8958147484350226e-06,9.978814155538156e-06,3.105693253318223e-05,4.9231799841597505e-05,6.284735740034529e-06,1.292156803702104e-05
1,10000,False,2,851be_00000,2025-08-17_17-02-16,1755450136,7.831155776977539,15.190110445022583,536709,intrinsic-attention2,10.156.0.3,15.190110445022583,2,7.171323825286963,1.7324317595921457e-05,7.1710848308494315,6.005421473092574,1.1527489274332765,0.0013974510962725616,2.0,2,5000,10000,8.253025558773046e-05,0.0002847419964382425,10.5,5.875670789668366,2500,0.0013097360605024732,4.5609669175884386e-05,1.0,5000,2,1.17,1.0067001111073661,1.0067001111073661,-10.5,850.7907235012117,1,0,0,0,0,0,60.345454545454544,68.50909090909092,0.0001063222974295435,0.0003300030491039277,1.17,10000,5000,1.17,5000,10000,442500,13492,0,885000,60770,30385,7500.0,5000.0,1510590.1752331234,103763.19243654478,103746.97583104529,1.0,0.0027541439213,13492,0.24248987,96.417114,0.0018408992081,515.0,60770,-0.16886397,30385,0.09827065,0.5939851999282837,2.0,0.017739145,0.6382059,0.00068825483,0.37212297,103781.42929623932,100,0.001840338729234645,0.16948612734966445,2,2.0,-10.5,2,10100,0.00015649779453358158,10.5,0.002093433240079321,7.040222544820315e-05,2.44,0.9573306375970015,2.0,100,50,0.9573306375970015,0.8466911579784937,0.0005763458462006881,200,0.00018756382807111086,2.44,200,100,100,2.44,3.2456828143657618e-06,7.474065075205469e-06,2.8986468451074948e-05,5.3403610983160795e-06,1.7144259151108698e-05,1.4468213605112195e-05,2.7138133312186258e-05,4.2066509361987146e-05,3.14161096429153e-05,1.605404561681874e-06,0.0001484876970924661,0.025025381583109265,0.17144988500192995,0.0002085246153001208,0.19916277829921455,2.9934915219200774e-05,1.0835619905265048e-05,0.42468571593184606,0.024859453377430327,2.3659951850148778e-05,7.758578569435158e-05,5.105321760367359e-05,5.134917693331241e-05,0.00025908791824388807,2.731432827153716e-06,9.478218397204897e-06,2.7163531060776477e-05,4.475519615466806e-05,5.844223052985111e-06,1.1609358944211892e-05
1,15000,False,3,851be_00000,2025-08-17_17-02-24,1755450144,8.071229696273804,23.261340141296387,536709,intrinsic-attention2,10.156.0.3,23.261340141296387,3,7.178963851694115,1.7283804476028308e-05,7.17872363921103,6.012974522451541,1.1528196450488468,0.0013963245553750311,2.0,2,7500,15000,0.00013124124293607492,0.0002847419964382425,10.5,5.883219902071723,2500,0.001954528090573149,6.266372886976285e-05,2.0,5000,2,3.11,1.0067001111073661,1.0067001111073661,-10.5,849.7274999798975,1,0,0,0,0,0,60.199999999999996,69.5,0.00016290002950364882,0.0004930338965576231,3.11,15000,5000,3.11,5000,15000,442500,13492,0,1327500,91155,30385,7500.0,5000.0,1509834.03287719,103709.13740538336,103693.80297667871,1.0,0.0027541439213,13492,0.12577121,96.45047,0.0018408992081,515.0,91155,-0.30441102,30385,-0.035100583,0.5939851999282837,3.0,0.02118754,0.568919,-0.00071799755,0.372123,103726.2136181214,150,0.0018235959219615324,0.16898615626625835,2,2.0,-10.5,2,15100,0.00010486095889054129,10.5,0.001789086969656637,5.337040680160956e-05,4.44,0.9957671529634575,3.0,100,50,0.9957671529634575,0.8467774552887887,0.00040705644138435164,300,0.00012993261840899058,4.44,300,100,100,4.44,5.256291453508056e-06,1.0312574827899434e-05,4.206955285163036e-05,8.234635415477304e-06,2.501045208371492e-05,2.1645640382076106e-05,3.744828473068884e-05,6.407589959024337e-05,4.773130631666846e-05,2.4961136281143317e-06,0.00021699707255087348,0.024999620267261345,0.17148863240192003,0.0002083503691465012,0.19918338262621402,2.9977576092642267e-05,1.0827313653135206e-05,0.42472206286255243,0.024875727223692228,1.728895425137001e-05,5.259787100504358e-05,3.313475900371406e-05,3.697155927490693e-05,0.00018729615543841468,1.917941595396471e-06,6.540631887740348e-06,2.033180355488141e-05,3.40507833006085e-05,4.196881018711821e-06,8.706542036715855e-06
1,20000,False,4,851be_00000,2025-08-17_17-02-31,1755450151,7.479229211807251,30.740569353103638,536709,intrinsic-attention2,10.156.0.3,30.740569353103638,4,7.18071574047714,1.7273766419442836e-05,7.180474309548827,6.01604397159698,1.151538356228275,0.0013927349499282717,2.0,2,10000,20000,0.00012967997497586472,0.0002847419964382425,10.5,5.886295151300991,2500,0.001959663989546243,6.168803128582717e-05,3.0,5000,2,5.46,1.0067001111073661,1.0067001111073661,-10.5,848.2764615303165,1,0,0,0,0,0,59.35,68.56,0.00016143124668176957,0.000488476652188646,5.46,20000,5000,5.46,5000,20000,442500,13492,0,1770000,121540,30385,7500.0,5000.0,1547056.2115915893,106264.07914669669,106249.27956398632,1.0,0.0027541439213,13492,0.37474158,97.24853,0.0018408992081,515.0,121540,-0.36046124,30385,-0.08722539,0.5939851999282837,4.0,0.027503746,0.4745819,-0.00078368187,0.372123,106280.22476790014,200,0.0018069583526775968,0.16842147159350496,2,2.0,-10.5,2,20100,8.886532608456066e-05,10.5,0.0014014568291895557,4.766818297774111e-05,6.44,1.0042789879865917,4.0,100,50,1.0042789879865917,0.8465776108259789,0.0003544398675462722,400,0.00011296114139875645,6.44,400,100,100,6.44,5.2597848865091155e-06,1.0312186478201911e-05,4.18257900982297e-05,8.2503770373895e-06,2.498307966165157e-05,2.124547869399124e-05,3.7461481996156196e-05,6.395539161212656e-05,4.736456892810863e-05,2.5372691280617513e-06,0.00021375684620001637,0.02490084998456952,0.17152483693795334,0.00020820983543009793,0.19920570975990415,2.996212030806055e-05,1.0819860405361397e-05,0.4245599318839611,0.024879390301462318,1.534333335779451e-05,4.5124969142414856e-05,2.7958132052806934e-05,3.278542130949454e-05,0.0001631961970972821,1.7130877101013209e-06,5.710225186972179e-06,1.8012646568279985e-05,3.041675812910245e-05,3.6475441317263052e-06,7.849834750923595e-06
1,25000,False,5,851be_00000,2025-08-17_17-02-39,1755450159,7.531917572021484,38.27248692512512,536709,intrinsic-attention2,10.156.0.3,38.27248692512512,5,7.182422416742372,1.722258876118518e-05,7.182179985533314,6.0206405448609805,1.1486495523960363,0.001391828570501819,2.0,2,12500,25000,0.00013004581804230687,0.0002847419964382425,10.5,5.890872732627867,2500,0.0020028601902595256,6.323459172295661e-05,4.0,5000,2,8.12,1.0067001111073661,1.0067001111073661,-10.5,846.4792093018403,1,0,0,0,0,0,59.963636363636354,68.7909090909091,0.00016387409574670077,0.0004960302133403016,8.12,25000,5000,8.12,5000,25000,442500,13492,0,2212500,151925,30385,7500.0,5000.0,1545799.3051995423,106175.84409021634,106161.87823130922,1.0,0.0027541439213,13492,0.13460422,97.79161,0.0018408992081,515.0,151925,-0.43856576,30385,-0.1733479,0.5939851999282837,5.0,0.013752896,0.3932162,0.008687854,0.372123,106190.88829209463,250,0.0017909420590869777,0.168342751657512,2,2.0,-10.5,2,25100,0.00011495688932716568,10.5,0.0016548569699807558,5.900794662725494e-05,8.44,1.006163949065147,5.0,100,50,1.006163949065147,0.8437062617576241,0.00044926197658278557,500,0.00014805392761562145,8.44,500,100,100,8.44,5.393353232273426e-06,1.0460983282791857e-05,4.1536789541799565e-05,8.52726308929391e-06,2.5254022497859423e-05,2.2520345293056962e-05,3.828465426686419e-05,6.521914617740587e-05,4.882492621873404e-05,2.5941656675012544e-06,0.00021503837484869502,0.024870646504845915,0.1715533572686813,0.00020810945705488197,0.19929311992235105,2.9907228995235202e-05,1.0796871850599854e-05,0.42159519504517423,0.024888306178428056,2.0157575710253098e-05,5.7658788296236836e-05,3.465818406273262e-05,4.205342587836484e-05,0.00020142431681379245,2.3229549053761998e-06,7.206822214725514e-06,2.3113429061497124e-05,3.802135150125113e-05,5.097169623854358e-06,9.815149941314385e-06
1,30000,False,6,851be_00000,2025-08-17_17-02-46,1755450166,7.230140447616577,45.5026273727417,536709,intrinsic-attention2,10.156.0.3,45.5026273727417,6,7.181673209754922,1.7168052943174268e-05,7.181429764337884,6.026114662822344,1.142462946231961,0.0013876772148125585,2.0,2,15000,30000,8.189425615542295e-05,0.0002847419964382425,10.5,5.8968075679616865,2500,0.0012972273395280354,4.5042085800378006e-05,5.0,5000,2,8.61,1.0067001111073661,1.0067001111073661,-10.5,844.3662546472988,1,0,0,0,0,0,60.44,69.1,0.00010725971770473704,0.0003301238816502502,8.61,30000,5000,8.61,5000,30000,442500,13492,0,2655000,182310,30385,7500.0,5000.0,1578498.2683624155,108420.0988155154,108406.65055623543,1.0,0.0027541439213,13492,0.11541265,97.97362,0.0018408992081,515.0,182310,-0.58582664,30385,-0.3248166,0.29699259996414185,6.0,0.006490958,0.3357805,0.008906066,0.37212303,108434.02681494593,300,0.001774566178549168,0.1677605343709088,2,2.0,-9.5,2,30100,8.882202853775966e-05,10.5,0.001639035420375876,4.87099861117126e-05,9.44,1.0065813770648688,6.0,100,50,1.0065813770648688,0.8385054694800327,0.0003579610346243126,600,0.00011748418501250353,9.44,600,100,100,9.44,3.35834831084568e-06,7.428467306244479e-06,2.9082369236530315e-05,5.28428605898782e-06,1.7399569482883102e-05,1.4514036929620285e-05,2.7405387034701657e-05,4.250434731241597e-05,3.124029397173268e-05,1.6060299093890585e-06,0.00014831497531989673,0.024761083119811494,0.1708542022260337,0.0002077346024845364,0.19844536900312776,2.9827706689022704e-05,1.074855317884476e-05,0.41811703606475303,0.024825883026681005,1.6135030018474994e-05,4.5443001002912405e-05,2.8793928783027023e-05,3.3774817226052555e-05,0.00016145842807770258,1.7858613288857983e-06,5.825482161190581e-06,1.898147698017312e-05,3.069490132391274e-05,3.892134429765766e-06,8.090280665628326e-06
1,35000,False,7,851be_00000,2025-08-17_17-02-54,1755450174,7.63498330116272,53.13761067390442,536709,intrinsic-attention2,10.156.0.3,53.13761067390442,7,7.184899459997319,1.7099812520356088e-05,7.184655159934611,6.035602364074085,1.1362277644796408,0.0013838503826931266,2.0,2,17500,35000,8.539989337668438e-05,0.0002847419964382425,10.5,5.906838468342026,2500,0.0013359219707490412,4.692049879103785e-05,6.0,5000,2,10.09,1.0067001111073661,1.0067001111073661,9.5,841.9795073182726,1,0,0,0,0,0,60.41818181818181,69.21818181818182,0.00010915983557258903,0.00034093120186667175,10.09,35000,5000,10.09,5000,35000,442500,13492,0,3097500,212695,30385,7500.0,5000.0,1610331.9725726296,110604.82266510895,110591.6956316687,1.0,0.0027541439213,13492,0.079400346,97.48973,0.0018408992081,515.0,212695,-0.65044314,30385,-0.39272702,0.14849629998207092,7.0,0.0017424198,0.31189004,0.01417464,0.372123,110617.90759398528,350,0.0017583796367554017,0.16725736337715919,2,2.0,-9.5,2,35100,8.875341308881753e-05,10.5,0.001372891050123144,4.8048265932592304e-05,9.84,1.0066738172414504,7.0,100,50,1.0066738172414504,0.8332859012851614,0.00035545267624920537,700,0.00011493182076805708,9.84,700,100,100,9.84,3.2503832414060578e-06,7.640863014505418e-06,3.0099049480338576e-05,5.424633114833111e-06,1.7581530210919125e-05,1.5076982527070469e-05,2.759258135164423e-05,4.410304885316426e-05,3.2182808330132265e-05,1.6300040660945265e-06,0.00015523287093858218,0.024642312148585154,0.17012976075374994,0.0002073062565013435,0.19760450723306858,2.97666095422098e-05,1.06980276267581e-05,0.4146772023940764,0.024733705886343316,1.576428330117754e-05,4.474443301945951e-05,2.830257397310045e-05,3.293299264991475e-05,0.00016274908383930335,1.8387520493962718e-06,5.727502853466368e-06,1.8477670757406042e-05,3.0827647686006615e-05,3.713930664910117e-06,8.035801673001329e-06
1,40000,False,8,851be_00000,2025-08-17_17-03-01,1755450181,7.842936038970947,60.980546712875366,536709,intrinsic-attention2,10.156.0.3,60.980546712875366,8,7.189596726677364,1.7032814459464076e-05,7.189351485875169,6.043018970573442,1.1335054216847698,0.001382955978883389,2.0,2,20000,40000,0.00012841415687774033,0.0002847419964382425,10.5,5.914213870128505,2500,0.001987716849980643,6.236393254881599e-05,7.0,5000,2,9.63,1.0067001111073661,1.0067001111073661,-10.5,839.4103067086687,1,0,0,0,0,0,59.33636363636364,69.20909090909089,0.00016582769290285037,0.0004916918213020946,9.63,40000,5000,9.63,5000,40000,442500,13492,0,3540000,243080,30385,7500.0,5000.0,1605439.59230207,110267.7377478064,110255.09284326324,1.0,0.0027541439213,13492,0.057794094,98.36764,0.0018408992081,515.0,243080,-0.67907614,30385,-0.42137915,0.07424814999103546,8.0,0.0032463719,0.30299994,0.013060093,0.37212297,110280.01180436033,400,0.0017426563603753786,0.16727486388344803,2,2.0,-9.5,2,40100,0.00012598576862342314,10.5,0.001742303540086141,6.024491327439405e-05,9.84,1.0066942882837675,8.0,100,50,1.0066942882837675,0.8305573367422682,0.00047282529346163467,800,0.00015449693275034114,9.84,800,100,100,9.84,5.490948187386621e-06,1.0478902537753411e-05,4.0810894109703e-05,8.526854089225802e-06,2.5408193388748935e-05,2.1861378025995292e-05,3.818985304313359e-05,6.414464038154688e-05,4.920100790398836e-05,2.6113677676646877e-06,0.0002109460695739297,0.02462398009712034,0.17017837584624618,0.00020719630390758702,0.19766199477066815,2.9729633441107973e-05,1.0682307358538784e-05,0.4118523117000674,0.02474237091750721,2.155778521779478e-05,6.062946222599849e-05,3.499338415831858e-05,4.4774044485798666e-05,0.0002110352527729167,2.422865928721474e-06,7.809882922933337e-06,2.4132586768434353e-05,4.003980163315461e-05,5.166479426796598e-06,9.884941535161804e-06
1,45000,False,9,851be_00000,2025-08-17_17-03-08,1755450188,6.561063766479492,67.54161047935486,536709,intrinsic-attention2,10.156.0.3,67.54161047935486,9,7.181503102220531,1.6971836390814694e-05,7.181257164046408,6.041070278417654,1.1273913744578086,0.001379304689116707,2.0,2,22500,45000,8.369814973186278e-05,0.0002847419964382425,10.5,5.9127683638872135,2500,0.0012889700100640767,4.5227164787574285e-05,8.0,5000,2,10.02,1.0067001111073661,1.0067001111073661,9.5,836.7820678241887,1,0,0,0,0,0,61.25555555555556,68.11111111111111,0.0001067624649804563,0.00032817831345716223,10.02,45000,5000,10.02,5000,45000,442500,13492,0,3982500,273465,30385,7500.0,5000.0,1636522.2556816316,112401.62552169607,112389.16770386402,1.0,0.0027541439213,13492,0.14214927,97.908066,0.0018408992081,515.0,273465,-0.7028891,30385,-0.4456021,0.03712407499551773,9.0,0.00082158484,0.29694346,0.012283683,0.37212297,112413.47505332643,450,0.001727091226690415,0.16724240093455026,2,2.0,9.5,2,45100,0.0001286661192052547,10.5,0.002028185859817313,6.125341584219525e-05,10.04,1.0066988216326744,9.0,100,50,1.0066988216326744,0.8254725959749001,0.00048782040999048343,900,0.00016140643975787435,10.04,900,100,100,10.04,3.3683202370044554e-06,7.453285758497059e-06,2.8844054321948392e-05,5.2803022257681e-06,1.730135298506601e-05,1.4514574966270892e-05,2.6750148536611792e-05,4.2505663584157696e-05,3.1463276442678705e-05,1.587327043751685e-06,0.0001476517570929893,0.024527859636109064,0.1694733274778557,0.00020671167076654072,0.19685697142299527,2.971713715072498e-05,1.064027421368211e-05,0.4084641531130939,0.0246560588882498,2.139071628273072e-05,6.214779737821013e-05,3.664031490498405e-05,4.7435256536102734e-05,0.00021486882744865826,2.7113029924027574e-06,8.165335922319616e-06,2.5147116142951557e-05,4.0408404336390606e-05,5.676468713188043e-06,1.0292581161456164e-05
1,50000,False,10,851be_00000,2025-08-17_17-03-15,1755450195,6.977391958236694,74.51900243759155,536709,intrinsic-attention2,10.156.0.3,74.51900243759155,10,7.178229705488339,1.6923587956488055e-05,7.17798267127584,6.043811820903507,1.1214187191132257,0.0013756837321948136,2.0,2,25000,50000,9.03355485238436e-05,0.0002847419964382425,10.5,5.9159838843584165,2500,0.0013885691003815736,4.833639589433305e-05,9.0,5000,2,10.06,1.0067001111073661,1.0067001111073661,9.5,834.0908493724697,1,0,0,0,0,0,60.53000000000001,68.57000000000002,0.00011259928497053386,0.0003556184445574418,10.06,50000,5000,10.06,5000,50000,442500,13492,0,4425000,303850,30385,7500.0,5000.0,1665432.536270157,114386.02499398321,114373.98636681052,1.0,0.0027541439213,13492,0.33271968,97.56843,0.0018408992081,515.0,303850,-0.68090624,30385,-0.42284375,0.03712407499551773,10.0,0.019622097,0.23832208,0.014082313,0.37212303,114396.99726357343,500,0.0017114638544410503,0.16665049608522772,2,2.0,9.5,2,50100,9.122273439479334e-05,10.5,0.001646667230379535,4.862984876902496e-05,10.04,1.0066998255508928,10.0,100,50,1.0066998255508928,0.8204663908651805,0.0003611273338835014,1000,0.00011850012935746133,10.04,1000,100,100,10.04,3.363861112991518e-06,7.889420499532347e-06,3.111109345565078e-05,5.790940135690986e-06,1.7860979251291094e-05,1.5399233890235937e-05,2.8728780329668317e-05,4.582532801476654e-05,3.36494076698038e-05,1.669072819979161e-06,0.00016328607784654142,0.02442135833976493,0.1687649048030601,0.00020624651416143716,0.19610353114871718,2.968833583783808e-05,1.06098314504033e-05,0.40511120533194844,0.024575472799345195,1.600330797763134e-05,4.501495950692312e-05,2.8808097647490035e-05,3.481116043561454e-05,0.00016190755619855277,1.83227883888127e-06,5.825353779658303e-06,1.8855458789889134e-05,3.12300204686681e-05,3.877455833665534e-06,8.028570605383825e-06
